type,id,URL,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,3025747,https://dl.acm.org/citation.cfm?id=3025747,Chia-Fang  Chung and Elena  Agapie and Jessica  Schroeder and Sonali  Mishra and James  Fogarty and Sean A. Munson,,,,When Personal Tracking Becomes Social: Examining the Use of Instagram for Healthy Eating,1674--1687,,14,"food journals, health, personal informatics, self-tracking, social media, social support",10.1145/3025453.3025747,,,,,,,2017,,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,CHI '17,,978-1-4503-4655-9,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,2675248,https://dl.acm.org/citation.cfm?id=2675248,Sun Young  Park and Yunan  Chen,,,,Individual and Social Recognition: Challenges and Opportunities in Migraine Management,1540--1551,,12,"chronic disease, health, migraine, migraine management, personal informatics, self-care, self-management",10.1145/2675133.2675248,,,,,,,2015,,Proceedings of the 18th ACM Conference on Computer Supported Cooperative Work &#38; Social Computing,CSCW '15,,978-1-4503-2922-4,"Vancouver, BC, Canada",ACM,"New York, NY, USA"
article,2701378,https://dl.acm.org/citation.cfm?id=2701378,Fredrik  Ohlin and Carl Magnus Olsson,,,,Intelligent Computing in Personal Informatics: Key Design Considerations,263--274,,12,"ambient computing, augmented computing, cooperative action orchestration, cooperative computing, personal informatics, quantified self",10.1145/2678025.2701378,,,,,,,2015,,Proceedings of the 20th International Conference on Intelligent User Interfaces,IUI '15,,978-1-4503-3306-1,"Atlanta, Georgia, USA",ACM,"New York, NY, USA"
article,2675135,https://dl.acm.org/citation.cfm?id=2675135,Daniel A. Epstein and Bradley H. Jacobson and Elizabeth  Bales and David W. McDonald and Sean A. Munson,,,,From Nobody Cares to Way to Go!: A Design Framework for Social Sharing in Personal Informatics,1622--1636,,15,"health, personal informatics, self-tracking, social awareness streams, social network sites, social sharing",10.1145/2675133.2675135,,,,,,,2015,,Proceedings of the 18th ACM Conference on Computer Supported Cooperative Work &#38; Social Computing,CSCW '15,,978-1-4503-2922-4,"Vancouver, BC, Canada",ACM,"New York, NY, USA"
article,3154878,https://dl.acm.org/citation.cfm?id=3154878,Jin  Kang and Jomara  Binda and Pratik  Agarwal and Bruno  Saconi and Eun Kyoung Choe,,,,Fostering User Engagement: Improving Sense of Identity Through Cosmetic Customization in Wearable Trackers,11--20,,10,"customization, health tracking, personal informatics systems, self-tracking, sense of identity, user engagement",10.1145/3154862.3154878,,,,,,,2017,,Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare,PervasiveHealth '17,,978-1-4503-6363-1,"Barcelona, Spain",ACM,"New York, NY, USA"
article,2838752,https://dl.acm.org/citation.cfm?id=2838752,Farahnaz  Yekeh and Judy  Kay and Bob  Kummerfeld and Lie Ming Tang and Margaret A. Allman-Farinelli,,,,Can SAL Support Self Reflection for Health and Nutrition?,134--141,,8,"Logger, diet, long-term health and well-being, personal informatics, pervasive",10.1145/2838739.2838752,,,,,,,2015,,Proceedings of the Annual Meeting of the Australian Special Interest Group for Computer Human Interaction,OzCHI '15,,978-1-4503-3673-4,"Parkville, VIC, Australia",ACM,"New York, NY, USA"
article,3210918,https://dl.acm.org/citation.cfm?id=3210918,Mohammad Hossein Jarrahi and Nicci  Gafinowitz and Grace  Shin,,,,"Activity Trackers, Prior Motivation, and Perceived Informational and Motivational Affordances",433--448,,16,"Activity-tracking devices, Personal informatics, Personal motivation, Persuasive devices, Technology affordances, Wearable technologies",10.1007/s00779-017-1099-9,Personal Ubiquitous Comput.,18-Apr,22,2,,April,2018,1617-4909,,,,,,Springer-Verlag,"London, UK, UK"
article,3025635,https://dl.acm.org/citation.cfm?id=3025635,Daniel A. Epstein and Nicole B. Lee and Jennifer H. Kang and Elena  Agapie and Jessica  Schroeder and Laura R. Pina and James  Fogarty and Julie A. Kientz and Sean  Munson,,,,Examining Menstrual Tracking to Inform the Design of Personal Informatics Tools,6876--6888,,13,"inclusivity, lived informatics, menstrual cycle, menstrual tracking, period, personal informatics, women's health",10.1145/3025453.3025635,,,,,,,2017,,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,CHI '17,,978-1-4503-4655-9,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,2807552,https://dl.acm.org/citation.cfm?id=2807552,Min Kyung Lee and Junsung  Kim and Jodi  Forlizzi and Sara  Kiesler,,,,Personalization Revisited: A Reflective Approach Helps People Better Personalize Health Services and Motivates Them to Increase Physical Activity,743--754,,12,"activity tracker, behavior change, fitness, health, personal informatics, reflective personalization, service",10.1145/2750858.2807552,,,,,,,2015,,Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp '15,,978-1-4503-3574-4,"Osaka, Japan",ACM,"New York, NY, USA"
article,3300822,https://dl.acm.org/citation.cfm?id=3300822,Yuhan  Luo and Peiyi  Liu and Eun Kyoung  Choe,,,,Co-Designing Food Trackers with Dietitians: Identifying Design Opportunities for Food Tracker Customization,592:1--592:13,592,13,"co-design workshop, customization, food tracking, health, personal informatics, self-tracking",10.1145/3290605.3300822,,,,,,,2019,,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,CHI '19,,978-1-4503-5970-2,"Glasgow, Scotland Uk",ACM,"New York, NY, USA"
article,3025750,https://dl.acm.org/citation.cfm?id=3025750,Christina  Kelley and Bongshin  Lee and Lauren  Wilcox,,,,Self-tracking for Mental Wellness: Understanding Expert Perspectives and Student Experiences,629--641,,13,"health communication, mental health, mental wellness, patient-clinician communication, personal informatics, quantified self, self-monitoring, self-tracking",10.1145/3025453.3025750,,,,,,,2017,,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,CHI '17,,978-1-4503-4655-9,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,3173602,https://dl.acm.org/citation.cfm?id=3173602,Amid  Ayobi and Tobias  Sonne and Paul  Marshall and Anna L. Cox,,,,Flexible and Mindful Self-Tracking: Design Implications from Paper Bullet Journals,28:1--28:14,28,14,"bullet journaling, habit tracking, instagram, mood tracking, personal informatics, self-care technologies, self-monitoring, self-tracking, symptom tracking",10.1145/3173574.3173602,,,,,,,2018,,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,CHI '18,,978-1-4503-5620-6,"Montreal QC, Canada",ACM,"New York, NY, USA"
article,3274396,https://dl.acm.org/citation.cfm?id=3274396,Elizabeth L. Murnane and Tara G. Walker and Beck  Tench and Stephen  Voida and Jaime  Snyder,,,,Personal Informatics in Interpersonal Contexts: Towards the Design of Technology That Supports the Social Ecologies of Long-Term Mental Health Management,127:1--127:27,127,27,"bipolar disorder, collaborative sensemaking, collective intelligence, mental health, personal informatics, quantified self, self-management, serious mental illness",10.1145/3274396,Proc. ACM Hum.-Comput. Interact.,18-Nov,2,CSCW,,November,2018,2573-0142,,,,,,ACM,"New York, NY, USA"
article,3134723,https://dl.acm.org/citation.cfm?id=3134723,Shriti  Raj and Mark W. Newman and Joyce M. Lee and Mark S. Ackerman,,,,Understanding Individual and Collaborative Problem-Solving with Patient-Generated Data: Challenges and Opportunities,88:1--88:18,88,18,"chronic disease management, diabetes, interpreting data, patient-generated data, patient-provider collaboration, personal informatics, problem-solving, reflection",10.1145/3134723,Proc. ACM Hum.-Comput. Interact.,17-Nov,1,CSCW,,December,2017,2573-0142,,,,,,ACM,"New York, NY, USA"
article,3025654,https://dl.acm.org/citation.cfm?id=3025654,Xinning  Gui and Yu  Chen and Clara  Caldeira and Dan  Xiao and Yunan  Chen,,,,When Fitness Meets Social Networks: Investigating Fitness Tracking and Social Practices on WeRun,1647--1659,,13,"behavior change, fitness, motivation, personal informatics, physical activity, privacy, self-tracking, sharing, social influence, social interaction, social network, wearable, wechat, werun",10.1145/3025453.3025654,,,,,,,2017,,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,CHI '17,,978-1-4503-4655-9,"Denver, Colorado, USA",ACM,"New York, NY, USA"
article,3001790,https://dl.acm.org/citation.cfm?id=3001790,Carla  Nave and Nuno  Correia and Teresa  Rom&#227;o,,,,"Exploring Emotions Through Painting, Photography and Expressive Writing: An Early Experimental User Study",19:1--19:8,19,8,"Affective Computing, Human-Computer Interaction, Interaction and Experience Design, Interactive Art, Personal Informatics, Positive Computing, Social Impact, Usability and Playability, User-Centered Design, Wellbeing, eHealth",10.1145/3001773.3001790,,,,,,,2016,,Proceedings of the 13th International Conference on Advances in Computer Entertainment Technology,ACE '16,,978-1-4503-4773-0,"Osaka, Japan",ACM,"New York, NY, USA"
article,3174199,https://dl.acm.org/citation.cfm?id=3174199,Dmitri S. Katz and Blaine A. Price and Simon  Holland and Nicholas Sheep Dalton,,,,Designing for Diabetes Decision Support Systems with Fluid Contextual Reasoning,625:1--625:12,625,12,"apps, chronic conditions, digital health, health, internet of things, mhealth, personal informatics, pervasive com-puting, quanti-fied self, ubiquitous computing, wearable interaction",10.1145/3173574.3174199,,,,,,,2018,,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,CHI '18,,978-1-4503-5620-6,"Montreal QC, Canada",ACM,"New York, NY, USA"
article,3154934,https://dl.acm.org/citation.cfm?id=3154934,Maria A. Garc&#237;a-Corretjer and Sergi  Navarro-Aubanell and David  Miralles,,,,Towards a New Measurement Language for Self-knowledge in Personal-informatics,382--385,,4,"HCI, empathy, self-reflection, tracking device, visual and tangible interface",10.1145/3154862.3154934,,,,,,,2017,,Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare,PervasiveHealth '17,,978-1-4503-6363-1,"Barcelona, Spain",ACM,"New York, NY, USA"
article,2557039,https://dl.acm.org/citation.cfm?id=2557039,John  Rooksby and Mattias  Rost and Alistair  Morrison and Matthew  Chalmers,,,,Personal Tracking As Lived Informatics,1163--1172,,10,"activity tracking, data, qualitative methods",10.1145/2556288.2557039,,,,,,,2014,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '14,,978-1-4503-2473-1,"Toronto, Ontario, Canada",ACM,"New York, NY, USA"
article,2641209,https://dl.acm.org/citation.cfm?id=2641209,Omar  Sosa-Tzec and Martin A. Siegel,,,,Rhetorical Evaluation of User Interfaces,175--178,,4,"criticism, interface evaluation, reflection, rhetorical function, user experience design, visual rhetoric",10.1145/2639189.2641209,,,,,,,2014,,"Proceedings of the 8th Nordic Conference on Human-Computer Interaction: Fun, Fast, Foundational",NordiCHI '14,,978-1-4503-2542-4,"Helsinki, Finland",ACM,"New York, NY, USA"
article,3173728,https://dl.acm.org/citation.cfm?id=3173728,Alice  Thudt and Uta  Hinrichs and Samuel  Huron and Sheelagh  Carpendale,,,,Self-Reflection and Personal Physicalization Construction,154:1--154:13,154,13,"constructive visualization, personal data, self-reflection",10.1145/3173574.3173728,,,,,,,2018,,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,CHI '18,,978-1-4503-5620-6,"Montreal QC, Canada",ACM,"New York, NY, USA"
article,3300363,https://dl.acm.org/citation.cfm?id=3300363,Jaime  Snyder and Elizabeth  Murnane and Caitie  Lustig and Stephen  Voida,,,,Visually Encoding the Lived Experience of Bipolar Disorder,133:1--133:14,133,14,"bipolar disorder, participatory design, personal data visualization, quantified self, visual methods",10.1145/3290605.3300363,,,,,,,2019,,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,CHI '19,,978-1-4503-5970-2,"Glasgow, Scotland Uk",ACM,"New York, NY, USA"
article,2785864,https://dl.acm.org/citation.cfm?id=2785864,Pedro  Ferreira and Moira  McGregor and Airi  Lampinen,,,,Caring for Batteries: Maintaining Infrastructures and Mobile Social Contexts,383--392,,10,"Battery care, Ethno-mining, HBI, Infrastructure",10.1145/2785830.2785864,,,,,,,2015,,Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services,MobileHCI '15,,978-1-4503-3652-9,"Copenhagen, Denmark",ACM,"New York, NY, USA"
article,3264927,https://dl.acm.org/citation.cfm?id=3264927,Ravi  Karkar and Rafal  Kocielnik and Xiaoyi  Zhang and Jasmine  Zia and George N. Ioannou and Sean A. Munson and James  Fogarty,,,,Beacon: Designing a Portable Device for Self-Administering a Measure of Critical Flicker Frequency,117:1--117:27,117,27,"Critical flicker frequency, cirrhosis, hepatic encephalopathy, self-tracking",10.1145/3264927,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,18-Sep,2,3,,September,2018,2474-9567,,,,,,ACM,"New York, NY, USA"
article,2858445,https://dl.acm.org/citation.cfm?id=2858445,Peter  West and Richard  Giordano and Max  Van Kleek and Nigel  Shadbolt,,,,The Quantified Patient in the Doctor's Office: Challenges &#38; Opportunities,3066--3078,,13,"clinical decision making, quantified self, self-tracking",10.1145/2858036.2858445,,,,,,,2016,,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,CHI '16,,978-1-4503-3362-7,"San Jose, California, USA",ACM,"New York, NY, USA"
article,2557220,https://dl.acm.org/citation.cfm?id=2557220,Jun-Ki  Min and Afsaneh  Doryab and Jason  Wiese and Shahriyar  Amini and John  Zimmerman and Jason I. Hong,,,,Toss 'N' Turn: Smartphone As Sleep and Sleep Quality Detector,477--486,,10,"machine learning, sensors, sleep, smartphone",10.1145/2556288.2557220,,,,,,,2014,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '14,,978-1-4503-2473-1,"Toronto, Ontario, Canada",ACM,"New York, NY, USA"
type,id,https://dl.acm.org/citation.cfm?id=id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,3010919,https://dl.acm.org/citation.cfm?id=3010919,John  Rooksby and Parvin  Asadzadeh and Alistair  Morrison and Claire  McCallum and Cindy  Gray and Matthew  Chalmers,,,,Implementing Ethics for a Mobile App Deployment,406--415,,10,"consent, deployment, mobile app, personal tracking, research ethics",10.1145/3010915.3010919,,,,,,,2016,,Proceedings of the 28th Australian Conference on Computer-Human Interaction,OzCHI '16,,978-1-4503-4618-4,"Launceston, Tasmania, Australia",ACM,"New York, NY, USA"
article,1593150,https://dl.acm.org/citation.cfm?id=1593150,Tucker  Watson and Tim  Hammond and Will  Pressly,,,,CU Safe: A Software Tool for Campus Safety,176--179,,4,"GPS, J2ME, cell phone, google maps, monitoring, personal tracking, safety",10.1145/1593105.1593150,,,,,,,2008,,Proceedings of the 46th Annual Southeast Regional Conference on XX,ACM-SE 46,,978-1-60558-105-7,"Auburn, Alabama",ACM,"New York, NY, USA"
article,2858055,https://dl.acm.org/citation.cfm?id=2858055,John  Rooksby and Parvin  Asadzadeh and Mattias  Rost and Alistair  Morrison and Matthew  Chalmers,,,,Personal Tracking of Screen Time on Digital Devices,284--296,,13,"design, lived informatics, multi-device use, personal tracking, qualitative interviews, software trial",10.1145/2858036.2858055,,,,,,,2016,,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,CHI '16,,978-1-4503-3362-7,"San Jose, California, USA",ACM,"New York, NY, USA"
article,3212846,https://dl.acm.org/citation.cfm?id=3212846,Sam  Amin and Jeff  Burke,,,,OpenMoves: A System for Interpreting Person-Tracking Data,13:1--13:4,13,4,"OpenPTrack, data analysis framework, human movement analysis, movement feature extraction, spatial trajectory analysis",10.1145/3212721.3212846,,,,,,,2018,,Proceedings of the 5th International Conference on Movement and Computing,MOCO '18,,978-1-4503-6504-8,"Genoa, Italy",ACM,"New York, NY, USA"
article,2716522,https://dl.acm.org/citation.cfm?id=2716522,Michael  Hardegger and Daniel  Roggen and Gerhard  Tr&#246;ster,,,,3D ActionSLAM: Wearable Person Tracking in Multi-floor Environments,123--141,,19,"Indoor tracking, Location-aware computing, Pedestrian dead reckoning, Simultaneous localization and mapping, Wearable systems",10.1007/s00779-014-0815-y,Personal Ubiquitous Comput.,15-Jan,19,1,,January,2015,1617-4909,,,,,,Springer-Verlag,"London, UK, UK"
article,1121310,https://dl.acm.org/citation.cfm?id=1121310,Marek P. Michalowski and Reid  Simmons,,,,Multimodal Person Tracking and Attention Classification,347--358,,12,"human-robot interaction, social robotics",10.1145/1121241.1121310,,,,,,,2006,,Proceedings of the 1st ACM SIGCHI/SIGART Conference on Human-robot Interaction,HRI '06,,1-59593-294-1,"Salt Lake City, Utah, USA",ACM,"New York, NY, USA"
article,3131912,https://dl.acm.org/citation.cfm?id=3131912,K. A. Shiva Kumar and K. R. Ramakrishnan and G. N. Rathna,,,,Inter-Camera Person Tracking in Non-overlapping Networks: Re-identification Protocol and On-line Update,55--62,,8,"Camera networks, evaluation, re-identification, tracking",10.1145/3131885.3131912,,,,,,,2017,,Proceedings of the 11th International Conference on Distributed Smart Cameras,ICDSC 2017,,978-1-4503-5487-5,"Stanford, CA, USA",ACM,"New York, NY, USA"
article,1291388,https://dl.acm.org/citation.cfm?id=1291388,Keni  Bernardin and Rainer  Stiefelhagen,,,,Audio-visual Multi-person Tracking and Identification for Smart Environments,661--670,,10,,10.1145/1291233.1291388,,,,,,,2007,,Proceedings of the 15th ACM International Conference on Multimedia,MM '07,,978-1-59593-702-5,"Augsburg, Germany",ACM,"New York, NY, USA"
article,1413715,https://dl.acm.org/citation.cfm?id=1413715,Nikos  Katsarakis and Aristodemos  Pnevmatikakis and John  Soldatos,,,,Person Tracking for Ambient Camera Selection in Complex Sports Environments,458--465,,8,"camera selection, sports analysis",10.1145/1413634.1413715,,,,,,,2008,,Proceedings of the 3rd International Conference on Digital Interactive Media in Entertainment and Arts,DIMEA '08,,978-1-60558-248-1,"Athens, Greece",ACM,"New York, NY, USA"
article,313270,https://dl.acm.org/citation.cfm?id=313270,Kurt D. Bollacker and Steve  Lawrence and C. Lee Giles,,,,A System for Automatic Personalized Tracking of Scientific Literature on the Web,105--113,,9,"citation index, information filtering, knowledge representation, user profile",10.1145/313238.313270,,,,,,,1999,,Proceedings of the Fourth ACM Conference on Digital Libraries,DL '99,,1-58113-145-3,"Berkeley, California, USA",ACM,"New York, NY, USA"
article,1924580,https://dl.acm.org/citation.cfm?id=1924580,Pradeep  Natarajan and Prithviraj  Banerjee and Ram  Nevatia,,,,Accurate Person Tracking Through Changing Poses for Multi-view Action Recognition,155--161,,7,,10.1145/1924559.1924580,,,,,,,2010,,"Proceedings of the Seventh Indian Conference on Computer Vision, Graphics and Image Processing",ICVGIP '10,,978-1-4503-0060-5,"Chennai, India",ACM,"New York, NY, USA"
article,2804269,https://dl.acm.org/citation.cfm?id=2804269,Rayoung  Yang and Eunice  Shin and Mark W. Newman and Mark S. Ackerman,,,,When Fitness Trackers Don'T 'Fit': End-user Difficulties in the Assessment of Personal Tracking Device Accuracy,623--634,,12,"accuracy, activity, fitness tracker, sensor-based tracking",10.1145/2750858.2804269,,,,,,,2015,,Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp '15,,978-1-4503-3574-4,"Osaka, Japan",ACM,"New York, NY, USA"
article,3064714,https://dl.acm.org/citation.cfm?id=3064714,Chris  Elsden and Abigail C. Durrant and David  Chatting and David S. Kirk,,,,Designing Documentary Informatics,649--661,,13,"data-driven life, documentary informatics, quantified self, remembering, speculative methods, weddings",10.1145/3064663.3064714,,,,,,,2017,,Proceedings of the 2017 Conference on Designing Interactive Systems,DIS '17,,978-1-4503-4922-2,"Edinburgh, United Kingdom",ACM,"New York, NY, USA"
article,1049325,https://dl.acm.org/citation.cfm?id=1049325,Suhaib A. Fahmy and Peter Y.  K. Cheung and Wayne  Luk,,,,Hardware Acceleration of Hidden Markov Model Decoding for Person Detection,8--13,,6,,10.1109/DATE.2005.169,,,,,,,2005,,"Proceedings of the Conference on Design, Automation and Test in Europe - Volume 3",DATE '05,,0-7695-2288-2,,IEEE Computer Society,"Washington, DC, USA"
article,2559651,https://dl.acm.org/citation.cfm?id=2559651,Aleksandar  Jevti&#263; and Guillaume  Doisy and Sa&#353;a  Bodiro&#382;a and Yael  Edan and Verena V. Hafner,,,,Human-robot Interaction Through 3D Vision and Force Control,102--102,,1,"gesture recognition, human-robot interaction, person following",10.1145/2559636.2559651,,,,,,,2014,,Proceedings of the 2014 ACM/IEEE International Conference on Human-robot Interaction,HRI '14,,978-1-4503-2658-2,"Bielefeld, Germany",ACM,"New York, NY, USA"
article,2504395,https://dl.acm.org/citation.cfm?id=2504395,K.  Papoutsakis and P.  Padeleris and A.  Ntelidakis and S.  Stefanou and X.  Zabulis and D.  Kosmopoulos and A. A. Argyros,,,,Developing Visual Competencies for Socially Assistive Robots: The HOBBIT Approach,56:1--56:7,56,7,"action recognition, head pose estimation, object detection, tracking",10.1145/2504335.2504395,,,,,,,2013,,Proceedings of the 6th International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '13,,978-1-4503-1973-7,"Rhodes, Greece",ACM,"New York, NY, USA"
article,2668319,https://dl.acm.org/citation.cfm?id=2668319,Mary Ellen  Foster and Manuel  Giuliani and Ronald  Petrick,,,,"ICMI 2014 Workshop on Multimodal, Multi-Party, Real-World Human-Robot Interaction",533--534,,2,"multi-party, multimodal, real-world interaction",10.1145/2663204.2668319,,,,,,,2014,,Proceedings of the 16th International Conference on Multimodal Interaction,ICMI '14,,978-1-4503-2885-2,"Istanbul, Turkey",ACM,"New York, NY, USA"
article,2447579,https://dl.acm.org/citation.cfm?id=2447579,J&#252;rgen  Blume and Alexander  Bannat and Gerhard  Rigoll,,,,iProgram: Intuitive Programming of an Industrial Hri Cell,85--86,,2,"human robot interaction, robot programming",,,,,,,,2013,,Proceedings of the 8th ACM/IEEE International Conference on Human-robot Interaction,HRI '13,,978-1-4673-3055-8,"Tokyo, Japan",IEEE Press,"Piscataway, NJ, USA"
article,1739129,https://dl.acm.org/citation.cfm?id=1739129,M.  Nanni and R.  Trasarti and C.  Renso and F.  Giannotti and D.  Pedreschi,,,,Advanced Knowledge Discovery on Movement Data with the GeoPKDD System,693--696,,4,,10.1145/1739041.1739129,,,,,,,2010,,Proceedings of the 13th International Conference on Extending Database Technology,EDBT '10,,978-1-60558-945-9,"Lausanne, Switzerland",ACM,"New York, NY, USA"
article,2749332,https://dl.acm.org/citation.cfm?id=2749332,R&#233;mi  Auguste and Jean  Martinet and Pierre  Tirilly,,,,Space-time Histograms And Their Application To Person Re-identification In TV Shows,91--97,,7,"person re-identification, spatial-temporal descriptor, video",10.1145/2671188.2749332,,,,,,,2015,,Proceedings of the 5th ACM on International Conference on Multimedia Retrieval,ICMR '15,,978-1-4503-3274-3,"Shanghai, China",ACM,"New York, NY, USA"
article,1874002,https://dl.acm.org/citation.cfm?id=1874002,Philip  DeCamp and George  Shaw and Rony  Kubat and Deb  Roy,,,,An Immersive System for Browsing and Visualizing Surveillance Video,371--380,,10,"behavioral analysis, immersive video, multi-model interface, visualization",10.1145/1873951.1874002,,,,,,,2010,,Proceedings of the 18th ACM International Conference on Multimedia,MM '10,,978-1-60558-933-6,"Firenze, Italy",ACM,"New York, NY, USA"
article,2448572,https://dl.acm.org/citation.cfm?id=2448572,Adisorn  Pasukmoon and Supavadee  Aramvith and Thanarat H. Chalidabhongse and Supakorn  Siddhichai,,,,Target Modeling for Tracking and Handoff in a Camera Network,16:1--16:7,16,7,"CAMShift, camera handoff, game theory, multiple target models",10.1145/2448556.2448572,,,,,,,2013,,Proceedings of the 7th International Conference on Ubiquitous Information Management and Communication,ICUIMC '13,,978-1-4503-1958-4,"Kota Kinabalu, Malaysia",ACM,"New York, NY, USA"
article,3180080,https://dl.acm.org/citation.cfm?id=3180080,Praneeth  Susarla and Utkarsh  Agrawal and Dinesh Babu Jayagopi,,,,Human Weapon-Activity Recognition in Surveillance Videos Using Structural-RNN,101--107,,7,"Human-Object Interaction, Structural RNN, Tracking, Video Surveillance",10.1145/3177148.3180080,,,,,,,2018,,Proceedings of the 2Nd Mediterranean Conference on Pattern Recognition and Artificial Intelligence,MedPRAI '18,,978-1-4503-5290-1,"Rabat, Morocco",ACM,"New York, NY, USA"
article,1930508,https://dl.acm.org/citation.cfm?id=1930508,Jarno  Ojala and Johan  Saarela,,,,Understanding Social Needs and Motivations to Share Data in Online Sports Communities,95--102,,8,"design, exercise, health, online communities, social features, social interaction, social media",10.1145/1930488.1930508,,,,,,,2010,,Proceedings of the 14th International Academic MindTrek Conference: Envisioning Future Media Environments,MindTrek '10,,978-1-4503-0011-7,"Tampere, Finland",ACM,"New York, NY, USA"
article,1577106,https://dl.acm.org/citation.cfm?id=1577106,Jonathan  Huang and Carlos  Guestrin and Leonidas  Guibas,,,,Fourier Theoretic Probabilistic Inference over Permutations,997--1070,,74,,,J. Mach. Learn. Res.,12/1/2009,10,,,June,2009,1532-4435,,,,,,JMLR.org,
article,2948930,https://dl.acm.org/citation.cfm?id=2948930,Vilelmini  Kalampratsidou and Elizabeth B. Torres,,,,Outcome Measures of Deliberate and Spontaneous Motions,9:1--9:8,9,8,"Personalized statistics, deliberate motions, sleep and exercise, spontaneous motions, wearable sensors",10.1145/2948910.2948930,,,,,,,2016,,Proceedings of the 3rd International Symposium on Movement and Computing,MOCO '16,,978-1-4503-4307-7,"Thessaloniki, GA, Greece",ACM,"New York, NY, USA"
article,3287020,https://dl.acm.org/citation.cfm?id=3287020,Michael  Chesser and Leon  Chea and Hoa  Van Nguyen and Damith C. Ranasinghe,,,,bTracked: Highly Accurate Field Deployable Real-Time Indoor Spatial Tracking for Human Behavior Observations,1--10,,10,"BLE Beacons, Bluetooth Wearable Sensors, Generic Sensor Models, Human Motion Observations, Particle Filter, Spatial Tracking",10.1145/3286978.3287020,,,,,,,2018,,"Proceedings of the 15th EAI International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",MobiQuitous '18,,978-1-4503-6093-7,"New York, NY, USA",ACM,"New York, NY, USA"
article,2483986,https://dl.acm.org/citation.cfm?id=2483986,Jouni  Sarvanko and Mika  Rautiainen and Arto  Heikkinen and Mika  Ylianttila,,,,Consumer Video Dataset with Marked Head Trajectories,84--89,,6,"head tracking dataset, mpeg-7, video object annotation tool",10.1145/2483977.2483986,,,,,,,2013,,Proceedings of the 4th ACM Multimedia Systems Conference,MMSys '13,,978-1-4503-1894-5,"Oslo, Norway",ACM,"New York, NY, USA"
article,1389620,https://dl.acm.org/citation.cfm?id=1389620,Vasileios  Mylonakis and John  Soldatos and Aristodemos  Pnevmatikakis and Lazaros  Polymenakos and Alex  Sorin and Hagai  Aronowitz,,,,Using Robust Audio and Video Processing Technologies to Alleviate the Elderly Cognitive Decline,28:1--28:8,28,8,"3D tracking, automatic speech, speaker and face recognition",10.1145/1389586.1389620,,,,,,,2008,,Proceedings of the 1st International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '08,,978-1-60558-067-8,"Athens, Greece",ACM,"New York, NY, USA"
article,2896363,https://dl.acm.org/citation.cfm?id=2896363,Yafei  Wang and Ingmar  Weber and Prasenjit  Mitra,,,,Quantified Self Meets Social Media: Sharing of Weight Updates on Twitter,93--97,,5,"quantified self, smart scales, twitter",10.1145/2896338.2896363,,,,,,,2016,,Proceedings of the 6th International Conference on Digital Health Conference,DH '16,,978-1-4503-4224-7,"Montr&#233;al, Qu&#233;bec, Canada",ACM,"New York, NY, USA"
article,2557604,https://dl.acm.org/citation.cfm?id=2557604,Daniel  Buzzo,,,,Lost Time Never,9:1--9:4,9,4,"lifelogging, media, quantified self, time",10.1145/2557595.2557604,,,,,,,2013,,Proceedings of the 2013 Inputs-Outputs Conference: An Interdisciplinary Conference on Engagement in HCI and Performance,Inputs-Outputs '13,,978-1-4503-2581-3,"Brighton, United Kingdom",ACM,"New York, NY, USA"
