"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","3267314","Ravi  Karkar","","","","Designing for Diagnostic Self-Tracking","516--521","","6","Personal informatics, cirrhosis, critical flicker frequency, hepatic encephalopathy, irritable bowel syndrome, self-experimentation, self-tracking","10.1145/3267305.3267314","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","2819944","Nanna  Gorm and Irina  Shklovski","","","","Steps, Choices and Moral Accounting: Observations from a Step-Counting Campaign in the Workplace","148--159","","12","Self-tracking, campaign, health promotion, pedometer, social ecology, step-counter, workplace","10.1145/2818048.2819944","","","","","","","2016","","Proceedings of the 19th ACM Conference on Computer-Supported Cooperative Work & Social Computing","CSCW '16","","978-1-4503-3592-8","San Francisco, California, USA","ACM","New York, NY, USA"
"article","3173031","Sarah  Homewood","","","","Designing for the Changing Body: A Feminist Exploration of Self-Tracking Technologies","DC11:1--DC11:4","DC11","4","feminist hci, menopause, menstrual cycles, research-through-design, self-tracking, women's health","10.1145/3170427.3173031","","","","","","","2018","","Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems","CHI EA '18","","978-1-4503-5621-3","Montreal QC, Canada","ACM","New York, NY, USA"
"article","2598558","Daniel  Epstein and Felicia  Cordeiro and Elizabeth  Bales and James  Fogarty and Sean  Munson","","","","Taming Data Complexity in Lifelogs: Exploring Visual Cuts of Personal Informatics Data","667--676","","10","lifelogs, personal informatics, physical activity sensing, reflection, routines, self-monitoring, self-tracking","10.1145/2598510.2598558","","","","","","","2014","","Proceedings of the 2014 Conference on Designing Interactive Systems","DIS '14","","978-1-4503-2902-6","Vancouver, BC, Canada","ACM","New York, NY, USA"
"article","3010988","Zilu  Liang and Bernd  Ploderer","","","","Sleep Tracking in the Real World: A Qualitative Study into Barriers for Improving Sleep","537--541","","5","behaviour change, health, personal informatics, self-awareness, self-monitoring, self-tracking, sleep","10.1145/3010915.3010988","","","","","","","2016","","Proceedings of the 28th Australian Conference on Computer-Human Interaction","OzCHI '16","","978-1-4503-4618-4","Launceston, Tasmania, Australia","ACM","New York, NY, USA"
"article","2858428","Young-Ho  Kim and Jae Ho  Jeon and Eun Kyoung  Choe and Bongshin  Lee and KwonHyun  Kim and Jinwook  Seo","","","","TimeAware: Leveraging Framing Effects to Enhance Personal Productivity","272--283","","12","data engagement, framing effects, personal informatics, productivity tracking, self-monitoring, self-tracking, semi-automated journaling","10.1145/2858036.2858428","","","","","","","2016","","Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems","CHI '16","","978-1-4503-3362-7","San Jose, California, USA","ACM","New York, NY, USA"
"article","2998362","Laura R. Pina and Sang-Wha  Sien and Teresa  Ward and Jason C. Yip and Sean A. Munson and James  Fogarty and Julie A. Kientz","","","","From Personal Informatics to Family Informatics: Understanding Family Practices Around Health Monitoring","2300--2315","","16","children., families, family informatics, health, personal informatics, self-monitoring, self-tracking","10.1145/2998181.2998362","","","","","","","2017","","Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing","CSCW '17","","978-1-4503-4335-0","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","3174058","Peter  West and Max  Van Kleek and Richard  Giordano and Mark J. Weal and Nigel  Shadbolt","","","","Common Barriers to the Use of Patient-Generated Data Across Clinical Settings","484:1--484:13","484","13","clinical decision making, mhealth, patient-generated data, personalized medicine, quantified self, self-tracking, workflows","10.1145/3173574.3174058","","","","","","","2018","","Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems","CHI '18","","978-1-4503-5620-6","Montreal QC, Canada","ACM","New York, NY, USA"
"article","3300845","Young-Ho  Kim and Eun Kyoung  Choe and Bongshin  Lee and Jinwook  Seo","","","","Understanding Personal Productivity: How Knowledge Workers Define, Evaluate, and Reflect on Their Productivity","615:1--615:12","615","12","diary study, knowledge worker, personal informatics, productivity, productivity tracking, self-monitoring, self-tracking","10.1145/3290605.3300845","","","","","","","2019","","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems","CHI '19","","978-1-4503-5970-2","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","3196738","Jessica  Schroeder and Chia-Fang  Chung and Daniel A. Epstein and Ravi  Karkar and Adele  Parsons and Natalia  Murinova and James  Fogarty and Sean A. Munson","","","","Examining Self-Tracking by People with Migraine: Goals, Needs, and Opportunities in a Chronic Health Condition","135--148","","14","chronic condition, health, migraine, personal informatics","10.1145/3196709.3196738","","","","","","","2018","","Proceedings of the 2018 Designing Interactive Systems Conference","DIS '18","","978-1-4503-5198-0","Hong Kong, China","ACM","New York, NY, USA"
"article","3156158","Ross  Brown and Bernd  Ploderer and Leonard Si Da Seng and Peter  Lazzarini and Jaap  van Netten","","","","MyFootCare: A Mobile Self-tracking Tool to Promote Self-care Amongst People with Diabetic Foot Ulcers","462--466","","5","diabetic foot ulcer, mobile devices, personal informatics, self-monitoring","10.1145/3152771.3156158","","","","","","","2017","","Proceedings of the 29th Australian Conference on Computer-Human Interaction","OZCHI '17","","978-1-4503-5379-3","Brisbane, Queensland, Australia","ACM","New York, NY, USA"
"article","3194662","Palakorn  Achananuparp and Ee-Peng  Lim and Vibhanshu  Abhishek and Tianjiao  Yun","","","","Eat &#38; Tell: A Randomized Trial of Random-Loss Incentive to Increase Dietary Self-Tracking Compliance","45--54","","10","food logging, health, incentives, loss aversion, quantified self, randomized controlled trial, unpredictability","10.1145/3194658.3194662","","","","","","","2018","","Proceedings of the 2018 International Conference on Digital Health","DH '18","","978-1-4503-6493-5","Lyon, France","ACM","New York, NY, USA"
"article","3173602","Amid  Ayobi and Tobias  Sonne and Paul  Marshall and Anna L. Cox","","","","Flexible and Mindful Self-Tracking: Design Implications from Paper Bullet Journals","28:1--28:14","28","14","bullet journaling, habit tracking, instagram, mood tracking, personal informatics, self-care technologies, self-monitoring, self-tracking, symptom tracking","10.1145/3173574.3173602","","","","","","","2018","","Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems","CHI '18","","978-1-4503-5620-6","Montreal QC, Canada","ACM","New York, NY, USA"
"article","2968327","Benjamin  Johansen and Michael Kai Petersen and Jakob Eg Larsen","","","","Obtaining Data on Hearing Experience Through Self-tracking","594--599","","6","cognition, hearing aids, non-clinical setup, personal informatics, quantified self, smartphone, wearables, working memory capacity","10.1145/2968219.2968327","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3064676","Saeyoung  Rho and Injung  Lee and Hankyung  Kim and Jonghyuk  Jung and Hyungi  Kim and Bong Gwan  Jun and Youn-kyung  Lim","","","","FutureSelf: What Happens When We Forecast Self-Trackers? Future Health Statuses?","637--648","","12","activity tracker, consequence information, design, health, personal informatics, self-tracking, user experience","10.1145/3064663.3064676","","","","","","","2017","","Proceedings of the 2017 Conference on Designing Interactive Systems","DIS '17","","978-1-4503-4922-2","Edinburgh, United Kingdom","ACM","New York, NY, USA"
"article","2800963","Simon L. Jones","","","","Exploring Correlational Information in Aggregated Quantified Self Data Dashboards","1075--1080","","6","correlation analysis, data aggregation, data dashboards, mashups, quantified self, self tracking","10.1145/2800835.2800963","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3143720","Yulia  Stepanchuk","","","","Quantified Construction of Self: Numbers, Narratives and the Modern Individual","28--36","","9","big data, lifelogging, modernity, narrative, personal data, quantified self, self, self-tracking, technologies of the self","10.1145/3143699.3143720","","","","","","","2017","","Proceedings of the International Conference IMS-2017","IMS2017","","978-1-4503-5437-0","Saint Petersburg, Russian Federation","ACM","New York, NY, USA"
"article","3025480","Ravi  Karkar and Jessica  Schroeder and Daniel A. Epstein and Laura R. Pina and Jeffrey  Scofield and James  Fogarty and Julie A. Kientz and Sean A. Munson and Roger  Vilardaga and Jasmine  Zia","","","","TummyTrials: A Feasibility Study of Using Self-Experimentation to Detect Individualized Food Triggers","6850--6863","","14","food, irritable bowel syndrome, personal informatics, self-experimentation, self-tracking, symptom triggers","10.1145/3025453.3025480","","","","","","","2017","","Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems","CHI '17","","978-1-4503-4655-9","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","2804250","Daniel A. Epstein and An  Ping and James  Fogarty and Sean A. Munson","","","","A Lived Informatics Model of Personal Informatics","731--742","","12","finances, lapsing, lived informatics, location, personal informatics, physical activity, self-tracking","10.1145/2750858.2804250","","","","","","","2015","","Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '15","","978-1-4503-3574-4","Osaka, Japan","ACM","New York, NY, USA"
"article","3196829","Amon  Rapp and Lia  Tirabeni","","","","Personal Informatics for Sport: Meaning, Body, and Social Relations in Amateur and Elite Athletes","16:1--16:30","16","30","Personal Informatics, Quantified Self, amateur athletes, elite athletes, information visualization, self-tracking, sport, wearable devices","10.1145/3196829","ACM Trans. Comput.-Hum. Interact.","June 2018","25","3","","June","2018","1073-0516","","","","","","ACM","New York, NY, USA"
"article","2998276","Jessica  Schroeder and Jane  Hoffswell and Chia-Fang  Chung and James  Fogarty and Sean  Munson and Jasmine  Zia","","","","Supporting Patient-Provider Collaboration to Identify Individual Triggers Using Food and Symptom Journals","1726--1739","","14","interactive visualization, patient-generated data, patient-provider collaboration, self-tracking, symptom triggers","10.1145/2998181.2998276","","","","","","","2017","","Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing","CSCW '17","","978-1-4503-4335-0","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","3156136","Lok Sum Lo and James  Galloway and Bernd  Ploderer and Dimitri  Perrin","","","","Armbeta: Towards Accessible Wearable Technology to Quantify Upper Limb Movement and Activities","356--360","","5","activity recognition, arm-tracking, personal informatics, self-tracking, upper limb rehabilitation","10.1145/3152771.3156136","","","","","","","2017","","Proceedings of the 29th Australian Conference on Computer-Human Interaction","OZCHI '17","","978-1-4503-5379-3","Brisbane, Queensland, Australia","ACM","New York, NY, USA"
"article","2804266","Eun Kyoung Choe and Bongshin  Lee and Matthew  Kay and Wanda  Pratt and Julie A. Kientz","","","","SleepTight: Low-burden, Self-monitoring Technology for Capturing and Reflecting on Sleep Behaviors","121--132","","12","health, manual tracking, personal informatics, quantified self, self-awareness, self-monitoring, self-reflection, self-tracking, sleep","10.1145/2750858.2804266","","","","","","","2015","","Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '15","","978-1-4503-3574-4","Osaka, Japan","ACM","New York, NY, USA"
"article","2998206","Clara  Caldeira and Matthew  Bietz and Marisol  Vidauri and Yunan  Chen","","","","Senior Care for Aging in Place: Balancing Assistance and Independence","1605--1617","","13","CCRC, aging in place, collaborative care, elderly, older adults, self-care, self-tracking","10.1145/2998181.2998206","","","","","","","2017","","Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing","CSCW '17","","978-1-4503-4335-0","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","2675135","Daniel A. Epstein and Bradley H. Jacobson and Elizabeth  Bales and David W. McDonald and Sean A. Munson","","","","From Nobody Cares to Way to Go!: A Design Framework for Social Sharing in Personal Informatics","1622--1636","","15","health, personal informatics, self-tracking, social awareness streams, social network sites, social sharing","10.1145/2675133.2675135","","","","","","","2015","","Proceedings of the 18th ACM Conference on Computer Supported Cooperative Work &#38; Social Computing","CSCW '15","","978-1-4503-2922-4","Vancouver, BC, Canada","ACM","New York, NY, USA"
"article","3294035","Kim  Munck and Mark Hummeluhr Christensen and Alan  Tahhan and Birthe I. Dinesen and Helle  Spindler and John  Hansen and Olav W. Nielsen and Soren  Leth","","","","Evaluation of Self-trackers for Use in Telerehabilitation","125--137","","13","activity monitor, fitness, heart failure, physical activity, self-tracking, step count, telerehabilitation, usability","","J. Usability Studies","May 2018","13","3","","May","2018","1931-3357","","","","","","Usability Professionals' Association","Bloomingdale, IL"
"article","3154878","Jin  Kang and Jomara  Binda and Pratik  Agarwal and Bruno  Saconi and Eun Kyoung Choe","","","","Fostering User Engagement: Improving Sense of Identity Through Cosmetic Customization in Wearable Trackers","11--20","","10","customization, health tracking, personal informatics systems, self-tracking, sense of identity, user engagement","10.1145/3154862.3154878","","","","","","","2017","","Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth '17","","978-1-4503-6363-1","Barcelona, Spain","ACM","New York, NY, USA"
"article","2998365","Mark&#233;ta  Dolej&#353;ov&#225; and Denisa  Kera","","","","Soylent Diet Self-Experimentation: Design Challenges in Extreme Citizen Science Projects","2112--2123","","12","extreme citizen science, health, nutrition literacy, risk, self-experimentation, self-tracking","10.1145/2998181.2998365","","","","","","","2017","","Proceedings of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing","CSCW '17","","978-1-4503-4335-0","Portland, Oregon, USA","ACM","New York, NY, USA"
"article","3300822","Yuhan  Luo and Peiyi  Liu and Eun Kyoung  Choe","","","","Co-Designing Food Trackers with Dietitians: Identifying Design Opportunities for Food Tracker Customization","592:1--592:13","592","13","co-design workshop, customization, food tracking, health, personal informatics, self-tracking","10.1145/3290605.3300822","","","","","","","2019","","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems","CHI '19","","978-1-4503-5970-2","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","3275119","P&#228;ivi  Heikkil&#228; and Anita  Honka and Sebastian  Mach and Franziska  Schmalfu&#223; and Eija  Kaasinen and Kaisa  V&#228;&#228;n&#228;nen","","","","Quantified Factory Worker - Expert Evaluation and Ethical Considerations of Wearable Self-tracking Devices","202--211","","10","Ethics, Expert evaluation, Factory workers, Quantified Self, User experience, Wearable devices","10.1145/3275116.3275119","","","","","","","2018","","Proceedings of the 22Nd International Academic Mindtrek Conference","Mindtrek '18","","978-1-4503-6589-5","Tampere, Finland","ACM","New York, NY, USA"
"article","3025750","Christina  Kelley and Bongshin  Lee and Lauren  Wilcox","","","","Self-tracking for Mental Wellness: Understanding Expert Perspectives and Student Experiences","629--641","","13","health communication, mental health, mental wellness, patient-clinician communication, personal informatics, quantified self, self-monitoring, self-tracking","10.1145/3025453.3025750","","","","","","","2017","","Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems","CHI '17","","978-1-4503-4655-9","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","2509397","Andrea  Cuttone and Sune  Lehmann and Jakob Eg  Larsen","","","","A Mobile Personal Informatics System with Interactive Visualizations of Mobility and Social Interactions","27--30","","4","feedback interface, mobile sensing, mobility, personal data, quantified self, self-tracking, social interaction, visualization","10.1145/2509352.2509397","","","","","","","2013","","Proceedings of the 1st ACM International Workshop on Personal Data Meets Distributed Multimedia","PDM '13","","978-1-4503-2397-0","Barcelona, Spain","ACM","New York, NY, USA"
"article","2792897","Jeni  Paay and Jesper  Kjeldskov and Mikael  Skov and Umachanger  Brinthaparan and Nirojan  Srikandarajah and Dimitrios  Raptis","","","","QuittyLink: A Mobile Application That Helps People Quit Smoking","599--606","","8","Smoking cessation, health behavior change, mobile interaction design, personal counseling, self-tracking","10.1145/2786567.2792897","","","","","","","2015","","Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct","MobileHCI '15","","978-1-4503-3653-6","Copenhagen, Denmark","ACM","New York, NY, USA"
"article","3123197","Chia-Fang  Chung","","","","Supporting Patient-provider Communication and Engagement with Personal Informatics Data","335--338","","4","chronic disease management, health, patient-provider communication, personal informatics, self-tracking, wellness","10.1145/3123024.3123197","","","","","","","2017","","Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers","UbiComp '17","","978-1-4503-5190-4","Maui, Hawaii","ACM","New York, NY, USA"
"article","3312867","Ciaran B. Trace and Yan  Zhang","","","","Towards a Typology of Self-Tracking Gaps","LBW2515:1--LBW2515:6","LBW2515","6","data gaps, data practices, personal data, personal informatics, quantified-self, self-tracking, small data","10.1145/3290607.3312867","","","","","","","2019","","Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems","CHI EA '19","","978-1-4503-5971-9","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","3174224","Sonali R. Mishra and Andrew D. Miller and Shefali  Haldar and Maher  Khelifi and Jordan  Eschler and Rashmi G. Elera and Ari H. Pollack and Wanda  Pratt","","","","Supporting Collaborative Health Tracking in the Hospital: Patients' Perspectives","650:1--650:14","650","14","health informatics, hospital, patient engagement, patient safety, patient-clinician collaboration, personal informatics, self-tracking","10.1145/3173574.3174224","","","","","","","2018","","Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems","CHI '18","","978-1-4503-5620-6","Montreal QC, Canada","ACM","New York, NY, USA"
"article","2971497","Simon Kristoffer Johansen and Anne Marie Kanstrup","","","","Expanding the Locus of Control: Design of a Mobile Quantified Self-Tracking Application for Whiplash Patients","59:1--59:10","59","10","Quantified self, ecological momentary assessments, health care, mobile technology, small data, social learning theory, whiplash","10.1145/2971485.2971497","","","","","","","2016","","Proceedings of the 9th Nordic Conference on Human-Computer Interaction","NordiCHI '16","","978-1-4503-4763-1","Gothenburg, Sweden","ACM","New York, NY, USA"
"article","3300337","Sonali R. Mishra and Predrag  Klasnja and John  MacDuffie Woodburn and Eric B. Hekler and Larsson  Omberg and Michael  Kellen and Lara  Mangravite","","","","Supporting Coping with Parkinson's Disease Through Self Tracking","107:1--107:16","107","16","coping with chronic disease, health informatics, parkinson's disease, personal informatics, quality of life, symptom tracking","10.1145/3290605.3300337","","","","","","","2019","","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems","CHI '19","","978-1-4503-5970-2","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","2732847","Jeni  Paay and Jesper  Kjeldskov and Mikael B. Skov and Nirojan  Srikandarajah and Umachanger  Brinthaparan","","","","Personal Counseling on Smart Phones For Smoking Cessation","1427--1432","","6","health behavior change, interaction design, mobile apps, personal counseling, self-tracking, smoking cessation","10.1145/2702613.2732847","","","","","","","2015","","Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems","CHI EA '15","","978-1-4503-3146-3","Seoul, Republic of Korea","ACM","New York, NY, USA"
"article","3314394","Chia-Fang  Chung and Qiaosi  Wang and Jessica  Schroeder and Allison  Cole and Jasmine  Zia and James  Fogarty and Sean A. Munson","","","","Identifying and Planning for Individualized Change: Patient-Provider Collaboration Using Lightweight Food Diaries in Healthy Eating and Irritable Bowel Syndrome","7:1--7:27","7","27","Self-tracking, collaboration, food, patient-generated health data, patient-provider collaboration, personal informatics","10.1145/3314394","Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.","March 2019","3","1","","March","2019","2474-9567","","","","","","ACM","New York, NY, USA"
"article","2785877","Jeni  Paay and Jesper  Kjeldskov and Mikael B. Skov and Nirojan  Srikandarajah and Umachanger  Brinthaparan","","","","QuittyLink: Using Smartphones for Personal Counseling to Help People Quit Smoking","98--104","","7","Smoking cessation, health behavior change, interaction design, mobile apps, personal counseling, self-tracking","10.1145/2785830.2785877","","","","","","","2015","","Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services","MobileHCI '15","","978-1-4503-3652-9","Copenhagen, Denmark","ACM","New York, NY, USA"
"article","3154864","Meethu  Malu and Leah  Findlater","","","","Sharing Automatically Tracked Activity Data: Implications for Therapists and People with Mobility Impairments","136--145","","10","accessibility, fitness, mobility impairments, online communities, personal informatics, self-tracking, support groups, therapists, wearable devices","10.1145/3154862.3154864","","","","","","","2017","","Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth '17","","978-1-4503-6363-1","Barcelona, Spain","ACM","New York, NY, USA"
"article","3154881","Eun Kyoung Choe and Bongshin  Lee and Haining  Zhu and Nathalie Henry Riche and Dominikus  Baur","","","","Understanding Self-reflection: How People Reflect on Personal Data Through Visual Data Exploration","173--182","","10","health, personal informatics, quantified self, self-reflection, self-tracking, visualization, visualization insights","10.1145/3154862.3154881","","","","","","","2017","","Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth '17","","978-1-4503-6363-1","Barcelona, Spain","ACM","New York, NY, USA"
"article","3313017","Ciaran B. Trace and Yan  Zhang","","","","Configuring Personal Data for a Quantified-Self Archive","LBW2514:1--LBW2514:6","LBW2514","6","archive, digital archive, personal data, personal informatics, quantified-self, self-tracking, small data","10.1145/3290607.3313017","","","","","","","2019","","Extended Abstracts of the 2019 CHI Conference on Human Factors in Computing Systems","CHI EA '19","","978-1-4503-5971-9","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","3025747","Chia-Fang  Chung and Elena  Agapie and Jessica  Schroeder and Sonali  Mishra and James  Fogarty and Sean A. Munson","","","","When Personal Tracking Becomes Social: Examining the Use of Instagram for Healthy Eating","1674--1687","","14","food journals, health, personal informatics, self-tracking, social media, social support","10.1145/3025453.3025747","","","","","","","2017","","Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems","CHI '17","","978-1-4503-4655-9","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","3025869","Amid  Ayobi and Paul  Marshall and Anna L. Cox and Yunan  Chen","","","","Quantifying the Body and Caring for the Mind: Self-Tracking in Multiple Sclerosis","6889--6901","","13","chronic conditions, multiple sclerosis, perceived control, personal informatics, self-care technologies, self-tracking","10.1145/3025453.3025869","","","","","","","2017","","Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems","CHI '17","","978-1-4503-4655-9","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","3130930","Young-Ho  Kim and Jae Ho Jeon and Bongshin  Lee and Eun Kyoung Choe and Jinwook  Seo","","","","OmniTrack: A Flexible Self-Tracking Approach Leveraging Semi-Automated Tracking","67:1--67:28","67","28","Self-tracking, customization., health, mobile apps, personal informatics, self-monitoring, semi-automated tracking, tracking apps, wellness","10.1145/3130930","Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.","September 2017","1","3","","September","2017","2474-9567","","","","","","ACM","New York, NY, USA"
"article","2702230","Katarzyna  Stawarz and Anna L. Cox and Ann  Blandford","","","","Beyond Self-Tracking and Reminders: Designing Smartphone Apps That Support Habit Formation","2653--2662","","10","behavior change, habit formation, smartphone apps","10.1145/2702123.2702230","","","","","","","2015","","Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems","CHI '15","","978-1-4503-3145-6","Seoul, Republic of Korea","ACM","New York, NY, USA"
"article","3174139","Mollie  McKillop and Lena  Mamykina and No&#233;mie  Elhadad","","","","Designing in the Dark: Eliciting Self-tracking Dimensions for Understanding Enigmatic Disease","565:1--565:15","565","15","endometriosis, enigmatic disease, participatory design, patient-generated data, personal informatics, self-tracking","10.1145/3173574.3174139","","","","","","","2018","","Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems","CHI '18","","978-1-4503-5620-6","Montreal QC, Canada","ACM","New York, NY, USA"
"article","2800956","Sarzotti  Federico","","","","A Tangible Personal Informatics System for an Amusing Self-reporting","1033--1038","","6","behavior change, personal informatics, quantified self, self-tracking, tangible interfaces, ubicomp technologies","10.1145/2800835.2800956","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","2801643","Daniel A. Epstein","","","","Personal Informatics in Everyday Life","429--434","","6","finances, food journaling, lived informatics, location, personal informatics, physical activity, self-tracking","10.1145/2800835.2801643","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3188530","Cillian  Dudley and Simon L. Jones","","","","Fitbit for the Mind?: An Exploratory Study of 'Cognitive Personal Informatics'","LBW542:1--LBW542:6","LBW542","6","brain computer interfaces, eeg, health, personal informatics, quantified self, self-tracking","10.1145/3170427.3188530","","","","","","","2018","","Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems","CHI EA '18","","978-1-4503-5621-3","Montreal QC, Canada","ACM","New York, NY, USA"
"article","3300309","Nam Wook  Kim and Hyejin  Im and Nathalie  Henry Riche and Alicia  Wang and Krzysztof  Gajos and Hanspeter  Pfister","","","","DataSelfie: Empowering People to Design Personalized Visuals to Represent Their Data","79:1--79:12","79","12","data portraits, data selfies, personal visualization, personal informatics, self-tracking, visual vocabulary, visualization","10.1145/3290605.3300309","","","","","","","2019","","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems","CHI '19","","978-1-4503-5970-2","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","2819926","Chia-Fang  Chung and Kristin  Dew and Allison  Cole and Jasmine  Zia and James  Fogarty and Julie A. Kientz and Sean A. Munson","","","","Boundary Negotiating Artifacts in Personal Informatics: Patient-Provider Collaboration with Patient-Generated Data","770--786","","17","Personal informatics, boundary negotiating artifacts, chronic disease management, patient-generated data, patient-provider collaboration, self-tracking","10.1145/2818048.2819926","","","","","","","2016","","Proceedings of the 19th ACM Conference on Computer-Supported Cooperative Work & Social Computing","CSCW '16","","978-1-4503-3592-8","San Francisco, California, USA","ACM","New York, NY, USA"
"article","3152774","Jisu  Jung and Monica  Nour and Margaret  Allman-Farinelli and Judy  Kay","","","","Harnessing the Ambience of the Mobile-phone Lockscreen for Ultra-lite Logging","21--30","","10","behaviour change, food journaling, health, manual tracking, personal informatics, quantified self, self awareness, self reflection, self-monitoring, self-tracking","10.1145/3152771.3152774","","","","","","","2017","","Proceedings of the 29th Australian Conference on Computer-Human Interaction","OZCHI '17","","978-1-4503-5379-3","Brisbane, Queensland, Australia","ACM","New York, NY, USA"
"article","3321527","Jayden  Khakurel and Mika  Immonen and Jari  Porras and Antti  Knutas","","","","Understanding the Adoption of Quantified Self-tracking Wearable Devices in the Organization Environment: An Empirical Case Study","119--128","","10","activity tracker, aesthetics, fashnology, pedometer, privacy, quantified self-tracking wearable devices, quantified-self, smartwatch, technology acceptance, wearability","10.1145/3316782.3321527","","","","","","","2019","","Proceedings of the 12th ACM International Conference on PErvasive Technologies Related to Assistive Environments","PETRA '19","","978-1-4503-6232-0","Rhodes, Greece","ACM","New York, NY, USA"
"article","3025591","Elizabeth V. Eikey and Madhu C. Reddy","","","","It's Definitely Been a Journey: A Qualitative Study on How Women with Eating Disorders Use Weight Loss Apps","642--654","","13","anorexia nervosa, bulimia nervosa, eating disorders, food journal, mobile applications, persuasive, qualitative, quantified self, self-tracking, weight loss apps","10.1145/3025453.3025591","","","","","","","2017","","Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems","CHI '17","","978-1-4503-4655-9","Denver, Colorado, USA","ACM","New York, NY, USA"
