id,URL,author,title,keywords,doi,journal,volume,issue_no,year,acronym
3300845,https://dl.acm.org/citation.cfm?id=3300845,Young-Ho  Kim and Eun Kyoung  Choe and Bongshin  Lee and Jinwook  Seo,"Understanding Personal Productivity: How Knowledge Workers Define, Evaluate, and Reflect on Their Productivity","diary study, knowledge worker, personal informatics, productivity, productivity tracking, self-monitoring, self-tracking",10.1145/3290605.3300845,,,,2019,CHI '19
3274383,https://dl.acm.org/citation.cfm?id=3274383,Kai  Lukoff and Taoxi  Li and Yuan  Zhuang and Brian Y. Lim,TableChat: Mobile Food Journaling to Facilitate Family Support for Healthy Eating,"chat, family informatics, food journaling, mhealth, online health communities, personal informatics, social support, tracking",10.1145/3274383,Proc. ACM Hum.-Comput. Interact.,2,CSCW,2018,
3156136,https://dl.acm.org/citation.cfm?id=3156136,Lok Sum Lo and James  Galloway and Bernd  Ploderer and Dimitri  Perrin,Armbeta: Towards Accessible Wearable Technology to Quantify Upper Limb Movement and Activities,"activity recognition, arm-tracking, personal informatics, self-tracking, upper limb rehabilitation",10.1145/3152771.3156136,,,,2017,OZCHI '17
2804266,https://dl.acm.org/citation.cfm?id=2804266,Eun Kyoung Choe and Bongshin  Lee and Matthew  Kay and Wanda  Pratt and Julie A. Kientz,"SleepTight: Low-burden, Self-monitoring Technology for Capturing and Reflecting on Sleep Behaviors","health, manual tracking, personal informatics, quantified self, self-awareness, self-monitoring, self-reflection, self-tracking, sleep",10.1145/2750858.2804266,,,,2015,UbiComp '15
2557383,https://dl.acm.org/citation.cfm?id=2557383,Thomas  Fritz and Elaine M. Huang and Gail C. Murphy and Thomas  Zimmermann,Persuasive Technology in the Real World: A Study of Long-term Use of Activity Sensing Devices for Fitness,"activity monitoring, behavior change, health, personal informatics, persuasive technology, wearable sensing",10.1145/2556288.2557383,,,,2014,CHI '14
2370253,https://dl.acm.org/citation.cfm?id=2370253,Matthew  Kay and Eun Kyoung Choe and Jesse  Shepherd and Benjamin  Greenstein and Nathaniel  Watson and Sunny  Consolvo and Julie A. Kientz,Lullaby: A Capture &#38; Access System for Understanding the Sleep Environment,"capture and access, health, health informatics, lifelogging, personal informatics, sleep, ubiquitous computing",10.1145/2370216.2370253,,,,2012,UbiComp '12
2535609,https://dl.acm.org/citation.cfm?id=2535609,Juan  Jimenez Garcia and Natalia A. Romero and David  Keyson and Paul  Havinga,ESTHER 1.3: Integrating In-situ Prompts to Trigger Self-reflection of Physical Activity in Knowledge Workers,"knowledge workers, personal informatics, physical activity, prompting mechanisms, self-awareness, self-reflection",10.1145/2535597.2535609,,,,2013,ChileCHI '13
3134743,https://dl.acm.org/citation.cfm?id=3134743,Junqing  Wang and Aisling Ann  O'Kane and Nikki  Newhouse and Geraint Rhys Sethu-Jones and Kaya  de Barbaro,Quantified Baby: Parenting and the Use of a Baby Wearable in the Wild,"baby, baby monitors, in the wild., mothers, parenting, personal informatics, quantified self, situated study, wearables",10.1145/3134743,Proc. ACM Hum.-Comput. Interact.,1,CSCW,2017,
2819926,https://dl.acm.org/citation.cfm?id=2819926,Chia-Fang  Chung and Kristin  Dew and Allison  Cole and Jasmine  Zia and James  Fogarty and Julie A. Kientz and Sean A. Munson,Boundary Negotiating Artifacts in Personal Informatics: Patient-Provider Collaboration with Patient-Generated Data,"Personal informatics, boundary negotiating artifacts, chronic disease management, patient-generated data, patient-provider collaboration, self-tracking",10.1145/2818048.2819926,,,,2016,CSCW '16
3314409,https://dl.acm.org/citation.cfm?id=3314409,Shriti  Raj and Joyce M. Lee and Ashley  Garrity and Mark W. Newman,Clinical Data in Context: Towards Sensemaking Tools for Interpreting Personal Health Data,"Personal informatics, chronic disease management, context, data interpretation, diabetes, patient-generated data, reflection, sensemaking, visualizations",10.1145/3314409,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,3,1,2019,
2147790,https://dl.acm.org/citation.cfm?id=2147790,Ian  Li and Anind K. Dey and Jodi  Forlizzi,Using Context to Reveal Factors That Affect Physical Activity,"Physical activity, awareness, context, field study, interviews, monitoring, personal informatics, visualizations",10.1145/2147783.2147790,ACM Trans. Comput.-Hum. Interact.,19,1,2012,
3025869,https://dl.acm.org/citation.cfm?id=3025869,Amid  Ayobi and Paul  Marshall and Anna L. Cox and Yunan  Chen,Quantifying the Body and Caring for the Mind: Self-Tracking in Multiple Sclerosis,"chronic conditions, multiple sclerosis, perceived control, personal informatics, self-care technologies, self-tracking",10.1145/3025453.3025869,,,,2017,CHI '17
2702260,https://dl.acm.org/citation.cfm?id=2702260,Shaun  Lawson and Ben  Kirman and Conor  Linehan and Tom  Feltwell and Lisa  Hopkins,Problematising Upstream Technology Through Speculative Design: The Case of Quantified Cats and Dogs,"animal-computer interaction, critical design, design fiction, personal informatics, the quantified dog.",10.1145/2702123.2702260,,,,2015,CHI '15
3300986,https://dl.acm.org/citation.cfm?id=3300986,Naveen L. Bagalkot and Gaurav  Singh and Vineeta  Rath and Tomas  Sokoler and Anchit  Shukla,ReRide: A Bike Area Network for Embodied Self-monitoring During Motorbike Commute,"embodied self-monitoring, motorbike riding, personal informatics, real-time posture detection",10.1145/3294109.3300986,,,,2019,TEI '19
3130930,https://dl.acm.org/citation.cfm?id=3130930,Young-Ho  Kim and Jae Ho Jeon and Bongshin  Lee and Eun Kyoung Choe and Jinwook  Seo,OmniTrack: A Flexible Self-Tracking Approach Leveraging Semi-Automated Tracking,"Self-tracking, customization., health, mobile apps, personal informatics, self-monitoring, semi-automated tracking, tracking apps, wellness",10.1145/3130930,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,1,3,2017,
3174139,https://dl.acm.org/citation.cfm?id=3174139,Mollie  McKillop and Lena  Mamykina and No&#233;mie  Elhadad,Designing in the Dark: Eliciting Self-tracking Dimensions for Understanding Enigmatic Disease,"endometriosis, enigmatic disease, participatory design, patient-generated data, personal informatics, self-tracking",10.1145/3173574.3174139,,,,2018,CHI '18
3300600,https://dl.acm.org/citation.cfm?id=3300600,Pooja M. Desai and Elliot G. Mitchell and Maria L. Hwang and Matthew E. Levine and David J. Albers and Lena  Mamykina,Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management,"diabetes, personal informatics, predictive modeling, self-care, self-management, technologies for health",10.1145/3290605.3300600,,,,2019,CHI '19
3300309,https://dl.acm.org/citation.cfm?id=3300309,Nam Wook  Kim and Hyejin  Im and Nathalie  Henry Riche and Alicia  Wang and Krzysztof  Gajos and Hanspeter  Pfister,DataSelfie: Empowering People to Design Personalized Visuals to Represent Their Data,"data portraits, data selfies, personal visualization, personal informatics, self-tracking, visual vocabulary, visualization",10.1145/3290605.3300309,,,,2019,CHI '19
3152774,https://dl.acm.org/citation.cfm?id=3152774,Jisu  Jung and Monica  Nour and Margaret  Allman-Farinelli and Judy  Kay,Harnessing the Ambience of the Mobile-phone Lockscreen for Ultra-lite Logging,"behaviour change, food journaling, health, manual tracking, personal informatics, quantified self, self awareness, self reflection, self-monitoring, self-tracking",10.1145/3152771.3152774,,,,2017,OZCHI '17
3154864,https://dl.acm.org/citation.cfm?id=3154864,Meethu  Malu and Leah  Findlater,Sharing Automatically Tracked Activity Data: Implications for Therapists and People with Mobility Impairments,"accessibility, fitness, mobility impairments, online communities, personal informatics, self-tracking, support groups, therapists, wearable devices",10.1145/3154862.3154864,,,,2017,PervasiveHealth '17
3264917,https://dl.acm.org/citation.cfm?id=3264917,Clayton  Feustel and Shyamak  Aggarwal and Bongshin  Lee and Lauren  Wilcox,People Like Me: Designing for Reflection on Aggregate Cohort Data in Personal Informatics Systems,"Cohort Data, Health and Wellness, Personal Informatics, Qualitative Study, Self-Reflection",10.1145/3264917,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,2,3,2018,
3314394,https://dl.acm.org/citation.cfm?id=3314394,Chia-Fang  Chung and Qiaosi  Wang and Jessica  Schroeder and Allison  Cole and Jasmine  Zia and James  Fogarty and Sean A. Munson,Identifying and Planning for Individualized Change: Patient-Provider Collaboration Using Lightweight Food Diaries in Healthy Eating and Irritable Bowel Syndrome,"Self-tracking, collaboration, food, patient-generated health data, patient-provider collaboration, personal informatics",10.1145/3314394,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,3,1,2019,
3154881,https://dl.acm.org/citation.cfm?id=3154881,Eun Kyoung Choe and Bongshin  Lee and Haining  Zhu and Nathalie Henry Riche and Dominikus  Baur,Understanding Self-reflection: How People Reflect on Personal Data Through Visual Data Exploration,"health, personal informatics, quantified self, self-reflection, self-tracking, visualization, visualization insights",10.1145/3154862.3154881,,,,2017,PervasiveHealth '17
2909664,https://dl.acm.org/citation.cfm?id=2909664,Ntwa  Katule and Melissa  Densmore and Ulrike  Rivett,Leveraging Intermediated Interactions to Support Utilization of Persuasive Personal Health Informatics,"HCI4D, gamification, health, intermediated interactions, motivational affordances, personal informatics, persuasive technologies",10.1145/2909609.2909664,,,,2016,ICTD '16
3174077,https://dl.acm.org/citation.cfm?id=3174077,Dmitri S. Katz and Blaine A. Price and Simon  Holland and Nicholas Sheep Dalton,"Data, Data Everywhere, and Still Too Hard to Link: Insights from User Interactions with Diabetes Apps","apps, chronic conditions, digital health, health, internet of things, mhealth, personal informatics, quantified self",10.1145/3173574.3174077,,,,2018,CHI '18
3025747,https://dl.acm.org/citation.cfm?id=3025747,Chia-Fang  Chung and Elena  Agapie and Jessica  Schroeder and Sonali  Mishra and James  Fogarty and Sean A. Munson,When Personal Tracking Becomes Social: Examining the Use of Instagram for Healthy Eating,"food journals, health, personal informatics, self-tracking, social media, social support",10.1145/3025453.3025747,,,,2017,CHI '17
2675248,https://dl.acm.org/citation.cfm?id=2675248,Sun Young  Park and Yunan  Chen,Individual and Social Recognition: Challenges and Opportunities in Migraine Management,"chronic disease, health, migraine, migraine management, personal informatics, self-care, self-management",10.1145/2675133.2675248,,,,2015,CSCW '15
2701378,https://dl.acm.org/citation.cfm?id=2701378,Fredrik  Ohlin and Carl Magnus Olsson,Intelligent Computing in Personal Informatics: Key Design Considerations,"ambient computing, augmented computing, cooperative action orchestration, cooperative computing, personal informatics, quantified self",10.1145/2678025.2701378,,,,2015,IUI '15
2675135,https://dl.acm.org/citation.cfm?id=2675135,Daniel A. Epstein and Bradley H. Jacobson and Elizabeth  Bales and David W. McDonald and Sean A. Munson,From Nobody Cares to Way to Go!: A Design Framework for Social Sharing in Personal Informatics,"health, personal informatics, self-tracking, social awareness streams, social network sites, social sharing",10.1145/2675133.2675135,,,,2015,CSCW '15
3154878,https://dl.acm.org/citation.cfm?id=3154878,Jin  Kang and Jomara  Binda and Pratik  Agarwal and Bruno  Saconi and Eun Kyoung Choe,Fostering User Engagement: Improving Sense of Identity Through Cosmetic Customization in Wearable Trackers,"customization, health tracking, personal informatics systems, self-tracking, sense of identity, user engagement",10.1145/3154862.3154878,,,,2017,PervasiveHealth '17
2838752,https://dl.acm.org/citation.cfm?id=2838752,Farahnaz  Yekeh and Judy  Kay and Bob  Kummerfeld and Lie Ming Tang and Margaret A. Allman-Farinelli,Can SAL Support Self Reflection for Health and Nutrition?,"Logger, diet, long-term health and well-being, personal informatics, pervasive",10.1145/2838739.2838752,,,,2015,OzCHI '15
3210918,https://dl.acm.org/citation.cfm?id=3210918,Mohammad Hossein Jarrahi and Nicci  Gafinowitz and Grace  Shin,"Activity Trackers, Prior Motivation, and Perceived Informational and Motivational Affordances","Activity-tracking devices, Personal informatics, Personal motivation, Persuasive devices, Technology affordances, Wearable technologies",10.1007/s00779-017-1099-9,Personal Ubiquitous Comput.,22,2,2018,
3025635,https://dl.acm.org/citation.cfm?id=3025635,Daniel A. Epstein and Nicole B. Lee and Jennifer H. Kang and Elena  Agapie and Jessica  Schroeder and Laura R. Pina and James  Fogarty and Julie A. Kientz and Sean  Munson,Examining Menstrual Tracking to Inform the Design of Personal Informatics Tools,"inclusivity, lived informatics, menstrual cycle, menstrual tracking, period, personal informatics, women's health",10.1145/3025453.3025635,,,,2017,CHI '17
2807552,https://dl.acm.org/citation.cfm?id=2807552,Min Kyung Lee and Junsung  Kim and Jodi  Forlizzi and Sara  Kiesler,Personalization Revisited: A Reflective Approach Helps People Better Personalize Health Services and Motivates Them to Increase Physical Activity,"activity tracker, behavior change, fitness, health, personal informatics, reflective personalization, service",10.1145/2750858.2807552,,,,2015,UbiComp '15
3300822,https://dl.acm.org/citation.cfm?id=3300822,Yuhan  Luo and Peiyi  Liu and Eun Kyoung  Choe,Co-Designing Food Trackers with Dietitians: Identifying Design Opportunities for Food Tracker Customization,"co-design workshop, customization, food tracking, health, personal informatics, self-tracking",10.1145/3290605.3300822,,,,2019,CHI '19
3025750,https://dl.acm.org/citation.cfm?id=3025750,Christina  Kelley and Bongshin  Lee and Lauren  Wilcox,Self-tracking for Mental Wellness: Understanding Expert Perspectives and Student Experiences,"health communication, mental health, mental wellness, patient-clinician communication, personal informatics, quantified self, self-monitoring, self-tracking",10.1145/3025453.3025750,,,,2017,CHI '17
3173602,https://dl.acm.org/citation.cfm?id=3173602,Amid  Ayobi and Tobias  Sonne and Paul  Marshall and Anna L. Cox,Flexible and Mindful Self-Tracking: Design Implications from Paper Bullet Journals,"bullet journaling, habit tracking, instagram, mood tracking, personal informatics, self-care technologies, self-monitoring, self-tracking, symptom tracking",10.1145/3173574.3173602,,,,2018,CHI '18
3274396,https://dl.acm.org/citation.cfm?id=3274396,Elizabeth L. Murnane and Tara G. Walker and Beck  Tench and Stephen  Voida and Jaime  Snyder,Personal Informatics in Interpersonal Contexts: Towards the Design of Technology That Supports the Social Ecologies of Long-Term Mental Health Management,"bipolar disorder, collaborative sensemaking, collective intelligence, mental health, personal informatics, quantified self, self-management, serious mental illness",10.1145/3274396,Proc. ACM Hum.-Comput. Interact.,2,CSCW,2018,
3134723,https://dl.acm.org/citation.cfm?id=3134723,Shriti  Raj and Mark W. Newman and Joyce M. Lee and Mark S. Ackerman,Understanding Individual and Collaborative Problem-Solving with Patient-Generated Data: Challenges and Opportunities,"chronic disease management, diabetes, interpreting data, patient-generated data, patient-provider collaboration, personal informatics, problem-solving, reflection",10.1145/3134723,Proc. ACM Hum.-Comput. Interact.,1,CSCW,2017,
3025654,https://dl.acm.org/citation.cfm?id=3025654,Xinning  Gui and Yu  Chen and Clara  Caldeira and Dan  Xiao and Yunan  Chen,When Fitness Meets Social Networks: Investigating Fitness Tracking and Social Practices on WeRun,"behavior change, fitness, motivation, personal informatics, physical activity, privacy, self-tracking, sharing, social influence, social interaction, social network, wearable, wechat, werun",10.1145/3025453.3025654,,,,2017,CHI '17
3001790,https://dl.acm.org/citation.cfm?id=3001790,Carla  Nave and Nuno  Correia and Teresa  Rom&#227;o,"Exploring Emotions Through Painting, Photography and Expressive Writing: An Early Experimental User Study","Affective Computing, Human-Computer Interaction, Interaction and Experience Design, Interactive Art, Personal Informatics, Positive Computing, Social Impact, Usability and Playability, User-Centered Design, Wellbeing, eHealth",10.1145/3001773.3001790,,,,2016,ACE '16
3174199,https://dl.acm.org/citation.cfm?id=3174199,Dmitri S. Katz and Blaine A. Price and Simon  Holland and Nicholas Sheep Dalton,Designing for Diabetes Decision Support Systems with Fluid Contextual Reasoning,"apps, chronic conditions, digital health, health, internet of things, mhealth, personal informatics, pervasive com-puting, quanti-fied self, ubiquitous computing, wearable interaction",10.1145/3173574.3174199,,,,2018,CHI '18
3154934,https://dl.acm.org/citation.cfm?id=3154934,Maria A. Garc&#237;a-Corretjer and Sergi  Navarro-Aubanell and David  Miralles,Towards a New Measurement Language for Self-knowledge in Personal-informatics,"HCI, empathy, self-reflection, tracking device, visual and tangible interface",10.1145/3154862.3154934,,,,2017,PervasiveHealth '17
2557039,https://dl.acm.org/citation.cfm?id=2557039,John  Rooksby and Mattias  Rost and Alistair  Morrison and Matthew  Chalmers,Personal Tracking As Lived Informatics,"activity tracking, data, qualitative methods",10.1145/2556288.2557039,,,,2014,CHI '14
2641209,https://dl.acm.org/citation.cfm?id=2641209,Omar  Sosa-Tzec and Martin A. Siegel,Rhetorical Evaluation of User Interfaces,"criticism, interface evaluation, reflection, rhetorical function, user experience design, visual rhetoric",10.1145/2639189.2641209,,,,2014,NordiCHI '14
3173728,https://dl.acm.org/citation.cfm?id=3173728,Alice  Thudt and Uta  Hinrichs and Samuel  Huron and Sheelagh  Carpendale,Self-Reflection and Personal Physicalization Construction,"constructive visualization, personal data, self-reflection",10.1145/3173574.3173728,,,,2018,CHI '18
3300363,https://dl.acm.org/citation.cfm?id=3300363,Jaime  Snyder and Elizabeth  Murnane and Caitie  Lustig and Stephen  Voida,Visually Encoding the Lived Experience of Bipolar Disorder,"bipolar disorder, participatory design, personal data visualization, quantified self, visual methods",10.1145/3290605.3300363,,,,2019,CHI '19
2785864,https://dl.acm.org/citation.cfm?id=2785864,Pedro  Ferreira and Moira  McGregor and Airi  Lampinen,Caring for Batteries: Maintaining Infrastructures and Mobile Social Contexts,"Battery care, Ethno-mining, HBI, Infrastructure",10.1145/2785830.2785864,,,,2015,MobileHCI '15
3264927,https://dl.acm.org/citation.cfm?id=3264927,Ravi  Karkar and Rafal  Kocielnik and Xiaoyi  Zhang and Jasmine  Zia and George N. Ioannou and Sean A. Munson and James  Fogarty,Beacon: Designing a Portable Device for Self-Administering a Measure of Critical Flicker Frequency,"Critical flicker frequency, cirrhosis, hepatic encephalopathy, self-tracking",10.1145/3264927,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,2,3,2018,
2858445,https://dl.acm.org/citation.cfm?id=2858445,Peter  West and Richard  Giordano and Max  Van Kleek and Nigel  Shadbolt,The Quantified Patient in the Doctor's Office: Challenges &#38; Opportunities,"clinical decision making, quantified self, self-tracking",10.1145/2858036.2858445,,,,2016,CHI '16
2557220,https://dl.acm.org/citation.cfm?id=2557220,Jun-Ki  Min and Afsaneh  Doryab and Jason  Wiese and Shahriyar  Amini and John  Zimmerman and Jason I. Hong,Toss 'N' Turn: Smartphone As Sleep and Sleep Quality Detector,"machine learning, sensors, sleep, smartphone",10.1145/2556288.2557220,,,,2014,CHI '14
3010919,https://dl.acm.org/citation.cfm?id=3010919,John  Rooksby and Parvin  Asadzadeh and Alistair  Morrison and Claire  McCallum and Cindy  Gray and Matthew  Chalmers,Implementing Ethics for a Mobile App Deployment,"consent, deployment, mobile app, personal tracking, research ethics",10.1145/3010915.3010919,,,,2016,OzCHI '16
1593150,https://dl.acm.org/citation.cfm?id=1593150,Tucker  Watson and Tim  Hammond and Will  Pressly,CU Safe: A Software Tool for Campus Safety,"GPS, J2ME, cell phone, google maps, monitoring, personal tracking, safety",10.1145/1593105.1593150,,,,2008,ACM-SE 46
2858055,https://dl.acm.org/citation.cfm?id=2858055,John  Rooksby and Parvin  Asadzadeh and Mattias  Rost and Alistair  Morrison and Matthew  Chalmers,Personal Tracking of Screen Time on Digital Devices,"design, lived informatics, multi-device use, personal tracking, qualitative interviews, software trial",10.1145/2858036.2858055,,,,2016,CHI '16
3212846,https://dl.acm.org/citation.cfm?id=3212846,Sam  Amin and Jeff  Burke,OpenMoves: A System for Interpreting Person-Tracking Data,"OpenPTrack, data analysis framework, human movement analysis, movement feature extraction, spatial trajectory analysis",10.1145/3212721.3212846,,,,2018,MOCO '18
2716522,https://dl.acm.org/citation.cfm?id=2716522,Michael  Hardegger and Daniel  Roggen and Gerhard  Tr&#246;ster,3D ActionSLAM: Wearable Person Tracking in Multi-floor Environments,"Indoor tracking, Location-aware computing, Pedestrian dead reckoning, Simultaneous localization and mapping, Wearable systems",10.1007/s00779-014-0815-y,Personal Ubiquitous Comput.,19,1,2015,
1121310,https://dl.acm.org/citation.cfm?id=1121310,Marek P. Michalowski and Reid  Simmons,Multimodal Person Tracking and Attention Classification,"human-robot interaction, social robotics",10.1145/1121241.1121310,,,,2006,HRI '06
3131912,https://dl.acm.org/citation.cfm?id=3131912,K. A. Shiva Kumar and K. R. Ramakrishnan and G. N. Rathna,Inter-Camera Person Tracking in Non-overlapping Networks: Re-identification Protocol and On-line Update,"Camera networks, evaluation, re-identification, tracking",10.1145/3131885.3131912,,,,2017,ICDSC 2017
1291388,https://dl.acm.org/citation.cfm?id=1291388,Keni  Bernardin and Rainer  Stiefelhagen,Audio-visual Multi-person Tracking and Identification for Smart Environments,,10.1145/1291233.1291388,,,,2007,MM '07
1413715,https://dl.acm.org/citation.cfm?id=1413715,Nikos  Katsarakis and Aristodemos  Pnevmatikakis and John  Soldatos,Person Tracking for Ambient Camera Selection in Complex Sports Environments,"camera selection, sports analysis",10.1145/1413634.1413715,,,,2008,DIMEA '08
313270,https://dl.acm.org/citation.cfm?id=313270,Kurt D. Bollacker and Steve  Lawrence and C. Lee Giles,A System for Automatic Personalized Tracking of Scientific Literature on the Web,"citation index, information filtering, knowledge representation, user profile",10.1145/313238.313270,,,,1999,DL '99
1924580,https://dl.acm.org/citation.cfm?id=1924580,Pradeep  Natarajan and Prithviraj  Banerjee and Ram  Nevatia,Accurate Person Tracking Through Changing Poses for Multi-view Action Recognition,,10.1145/1924559.1924580,,,,2010,ICVGIP '10
2804269,https://dl.acm.org/citation.cfm?id=2804269,Rayoung  Yang and Eunice  Shin and Mark W. Newman and Mark S. Ackerman,When Fitness Trackers Don'T 'Fit': End-user Difficulties in the Assessment of Personal Tracking Device Accuracy,"accuracy, activity, fitness tracker, sensor-based tracking",10.1145/2750858.2804269,,,,2015,UbiComp '15
3064714,https://dl.acm.org/citation.cfm?id=3064714,Chris  Elsden and Abigail C. Durrant and David  Chatting and David S. Kirk,Designing Documentary Informatics,"data-driven life, documentary informatics, quantified self, remembering, speculative methods, weddings",10.1145/3064663.3064714,,,,2017,DIS '17
1049325,https://dl.acm.org/citation.cfm?id=1049325,Suhaib A. Fahmy and Peter Y.  K. Cheung and Wayne  Luk,Hardware Acceleration of Hidden Markov Model Decoding for Person Detection,,10.1109/DATE.2005.169,,,,2005,DATE '05
2559651,https://dl.acm.org/citation.cfm?id=2559651,Aleksandar  Jevti&#263; and Guillaume  Doisy and Sa&#353;a  Bodiro&#382;a and Yael  Edan and Verena V. Hafner,Human-robot Interaction Through 3D Vision and Force Control,"gesture recognition, human-robot interaction, person following",10.1145/2559636.2559651,,,,2014,HRI '14
2504395,https://dl.acm.org/citation.cfm?id=2504395,K.  Papoutsakis and P.  Padeleris and A.  Ntelidakis and S.  Stefanou and X.  Zabulis and D.  Kosmopoulos and A. A. Argyros,Developing Visual Competencies for Socially Assistive Robots: The HOBBIT Approach,"action recognition, head pose estimation, object detection, tracking",10.1145/2504335.2504395,,,,2013,PETRA '13
2668319,https://dl.acm.org/citation.cfm?id=2668319,Mary Ellen  Foster and Manuel  Giuliani and Ronald  Petrick,"ICMI 2014 Workshop on Multimodal, Multi-Party, Real-World Human-Robot Interaction","multi-party, multimodal, real-world interaction",10.1145/2663204.2668319,,,,2014,ICMI '14
2447579,https://dl.acm.org/citation.cfm?id=2447579,J&#252;rgen  Blume and Alexander  Bannat and Gerhard  Rigoll,iProgram: Intuitive Programming of an Industrial Hri Cell,"human robot interaction, robot programming",,,,,2013,HRI '13
1739129,https://dl.acm.org/citation.cfm?id=1739129,M.  Nanni and R.  Trasarti and C.  Renso and F.  Giannotti and D.  Pedreschi,Advanced Knowledge Discovery on Movement Data with the GeoPKDD System,,10.1145/1739041.1739129,,,,2010,EDBT '10
2749332,https://dl.acm.org/citation.cfm?id=2749332,R&#233;mi  Auguste and Jean  Martinet and Pierre  Tirilly,Space-time Histograms And Their Application To Person Re-identification In TV Shows,"person re-identification, spatial-temporal descriptor, video",10.1145/2671188.2749332,,,,2015,ICMR '15
1874002,https://dl.acm.org/citation.cfm?id=1874002,Philip  DeCamp and George  Shaw and Rony  Kubat and Deb  Roy,An Immersive System for Browsing and Visualizing Surveillance Video,"behavioral analysis, immersive video, multi-model interface, visualization",10.1145/1873951.1874002,,,,2010,MM '10
2448572,https://dl.acm.org/citation.cfm?id=2448572,Adisorn  Pasukmoon and Supavadee  Aramvith and Thanarat H. Chalidabhongse and Supakorn  Siddhichai,Target Modeling for Tracking and Handoff in a Camera Network,"CAMShift, camera handoff, game theory, multiple target models",10.1145/2448556.2448572,,,,2013,ICUIMC '13
3180080,https://dl.acm.org/citation.cfm?id=3180080,Praneeth  Susarla and Utkarsh  Agrawal and Dinesh Babu Jayagopi,Human Weapon-Activity Recognition in Surveillance Videos Using Structural-RNN,"Human-Object Interaction, Structural RNN, Tracking, Video Surveillance",10.1145/3177148.3180080,,,,2018,MedPRAI '18
1930508,https://dl.acm.org/citation.cfm?id=1930508,Jarno  Ojala and Johan  Saarela,Understanding Social Needs and Motivations to Share Data in Online Sports Communities,"design, exercise, health, online communities, social features, social interaction, social media",10.1145/1930488.1930508,,,,2010,MindTrek '10
1577106,https://dl.acm.org/citation.cfm?id=1577106,Jonathan  Huang and Carlos  Guestrin and Leonidas  Guibas,Fourier Theoretic Probabilistic Inference over Permutations,,,J. Mach. Learn. Res.,10,,2009,
2948930,https://dl.acm.org/citation.cfm?id=2948930,Vilelmini  Kalampratsidou and Elizabeth B. Torres,Outcome Measures of Deliberate and Spontaneous Motions,"Personalized statistics, deliberate motions, sleep and exercise, spontaneous motions, wearable sensors",10.1145/2948910.2948930,,,,2016,MOCO '16
3287020,https://dl.acm.org/citation.cfm?id=3287020,Michael  Chesser and Leon  Chea and Hoa  Van Nguyen and Damith C. Ranasinghe,bTracked: Highly Accurate Field Deployable Real-Time Indoor Spatial Tracking for Human Behavior Observations,"BLE Beacons, Bluetooth Wearable Sensors, Generic Sensor Models, Human Motion Observations, Particle Filter, Spatial Tracking",10.1145/3286978.3287020,,,,2018,MobiQuitous '18
2483986,https://dl.acm.org/citation.cfm?id=2483986,Jouni  Sarvanko and Mika  Rautiainen and Arto  Heikkinen and Mika  Ylianttila,Consumer Video Dataset with Marked Head Trajectories,"head tracking dataset, mpeg-7, video object annotation tool",10.1145/2483977.2483986,,,,2013,MMSys '13
1389620,https://dl.acm.org/citation.cfm?id=1389620,Vasileios  Mylonakis and John  Soldatos and Aristodemos  Pnevmatikakis and Lazaros  Polymenakos and Alex  Sorin and Hagai  Aronowitz,Using Robust Audio and Video Processing Technologies to Alleviate the Elderly Cognitive Decline,"3D tracking, automatic speech, speaker and face recognition",10.1145/1389586.1389620,,,,2008,PETRA '08
2896363,https://dl.acm.org/citation.cfm?id=2896363,Yafei  Wang and Ingmar  Weber and Prasenjit  Mitra,Quantified Self Meets Social Media: Sharing of Weight Updates on Twitter,"quantified self, smart scales, twitter",10.1145/2896338.2896363,,,,2016,DH '16
2557604,https://dl.acm.org/citation.cfm?id=2557604,Daniel  Buzzo,Lost Time Never,"lifelogging, media, quantified self, time",10.1145/2557595.2557604,,,,2013,Inputs-Outputs '13
2841208,https://dl.acm.org/citation.cfm?id=2841208,Bettina  Graf and Maike  Kr&#252;ger and Felix  M&#252;ller and Alexander  Ruhland and Andrea  Zech,Nombot: Simplify Food Tracking,"chatbot, human computer interaction, quantified self, tracking",10.1145/2836041.2841208,,,,2015,MUM '15
2526682,https://dl.acm.org/citation.cfm?id=2526682,Yang  Yang and Cathal  Gurrin,Personal Lifelog Visualization,"data visualization, lifelog, quantified self, user interface",10.1145/2526667.2526682,,,,2013,SenseCam '13
2858103,https://dl.acm.org/citation.cfm?id=2858103,Chris  Elsden and Abigail C. Durrant and David S. Kirk,It's Just My History Isn'T It?: Understanding Smart Journaling Practices,"lifelogging, memory, quantified self, smart journals",10.1145/2858036.2858103,,,,2016,CHI '16
3025589,https://dl.acm.org/citation.cfm?id=3025589,Helena M. Mentis and Anita  Komlodi and Katrina  Schrader and Michael  Phipps and Ann  Gruber-Baldini and Karen  Yarbrough and Lisa  Shulman,Crafting a View of Self-Tracking Data in the Clinical Visit,"activity tracker, perception, quantified self, self-tracking",10.1145/3025453.3025589,,,,2017,CHI '17
