"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","2804288","Amanda  Lazar and Christian  Koehler and Joshua  Tanenbaum and David H. Nguyen","","","","Why We Use and Abandon Smart Devices","635--646","","12","personal informatics systems, self tracking, smart devices, wearable devices","10.1145/2750858.2804288","","","","","","","2015","","Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '15","","978-1-4503-3574-4","Osaka, Japan","ACM","New York, NY, USA"
"article","3131892","Hayeon  Jeong and Heepyung  Kim and Rihun  Kim and Uichin  Lee and Yong  Jeong","","","","Smartwatch Wearing Behavior Analysis: A Longitudinal Study","60:1--60:31","60","31","Activity Tracker, Personal Informatics, Smartwatch, User Experience, Wearable Device","10.1145/3131892","Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.","September 2017","1","3","","September","2017","2474-9567","","","","","","ACM","New York, NY, USA"
"article","2858145","Yoojung  Kim and Sookyoung  Ji and Hyunjeong  Lee and Jeong-Whun  Kim and Sooyoung  Yoo and Joongseek  Lee","","","","My Doctor is Keeping an Eye on Me!: Exploring the Clinical Applicability of a Mobile Food Logger","5620--5631","","12","clinical context, food journaling, lifestyle disease, personal informatics, self-tracking","10.1145/2858036.2858145","","","","","","","2016","","Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems","CHI '16","","978-1-4503-3362-7","San Jose, California, USA","ACM","New York, NY, USA"
"article","2466140","Frank  Bentley and Konrad  Tollmar","","","","The Power of Mobile Notifications to Increase Wellbeing Logging Behavior","1095--1098","","4","behavior change, logging, mobile, notifications, personal informatics, wellbeing","10.1145/2470654.2466140","","","","","","","2013","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '13","","978-1-4503-1899-0","Paris, France","ACM","New York, NY, USA"
"article","2030166","Ian  Li and Anind K. Dey and Jodi  Forlizzi","","","","Understanding My Data, Myself: Supporting Self-reflection with Ubicomp Technologies","405--414","","10","design features, discovery, personal informatics, phases, reflection, visualizations","10.1145/2030112.2030166","","","","","","","2011","","Proceedings of the 13th International Conference on Ubiquitous Computing","UbiComp '11","","978-1-4503-0630-0","Beijing, China","ACM","New York, NY, USA"
"article","2858066","Daniel A. Epstein and Daniel  Avrahami and Jacob T. Biehl","","","","Taking 5: Work-Breaks, Productivity, and Opportunities for Personal Informatics for Knowledge Workers","673--684","","12","knowledge workers, personal informatics, productivity, quantified workplace, visualization, work breaks","10.1145/2858036.2858066","","","","","","","2016","","Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems","CHI '16","","978-1-4503-3362-7","San Jose, California, USA","ACM","New York, NY, USA"
"article","2892406","Amid  Ayobi and Paul  Marshall and Anna L. Cox","","","","Reflections on 5 Years of Personal Informatics: Rising Concerns and Emerging Directions","2774--2781","","8","activity tracking, lived informatics, personal informatics, quantified self, self-tracking","10.1145/2851581.2892406","","","","","","","2016","","Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems","CHI EA '16","","978-1-4503-4082-3","San Jose, California, USA","ACM","New York, NY, USA"
"article","2686623","Deborah  Lupton","","","","Self-tracking Cultures: Towards a Sociology of Personal Informatics","77--86","","10","culture, personal informatics: sociology, self-tracking, selfhood, theory","10.1145/2686612.2686623","","","","","","","2014","","Proceedings of the 26th Australian Computer-Human Interaction Conference on Designing Futures: The Future of Design","OzCHI '14","","978-1-4503-0653-9","Sydney, New South Wales, Australia","ACM","New York, NY, USA"
"article","2468611","Sen H. Hirano and Robert G. Farrell and Catalina M. Danis and Wendy A. Kellogg","","","","WalkMinder: Encouraging an Active Lifestyle Using Mobile Phone Interruptions","1431--1436","","6","health informatics, personal informatics, persuasive technology, physical activity","10.1145/2468356.2468611","","","","","","","2013","","CHI '13 Extended Abstracts on Human Factors in Computing Systems","CHI EA '13","","978-1-4503-1952-2","Paris, France","ACM","New York, NY, USA"
"article","2702284","Eva  Ganglbauer and Geraldine  Fitzpatrick and Florian  G&#252;ldenpfennig","","","","Why and What Did We Throw out?: Probing on Reflection Through the Food Waste Diary","1105--1114","","10","food and interaction design, food waste, personal informatics, reflection, sustainability","10.1145/2702123.2702284","","","","","","","2015","","Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems","CHI '15","","978-1-4503-3145-6","Seoul, Republic of Korea","ACM","New York, NY, USA"
"article","3277824","Nediyana  Daskalova","","","","Personalized Behavior-Powered Systems for Guiding Self-Experiments","1809--1812","","4","Self-experiments, personal informatics, self-tracking, sleep recommendations","10.1145/3267305.3277824","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","2971754","R&#250;ben  Gouveia and F&#225;bio  Pereira and Evangelos  Karapanos and Sean A. Munson and Marc  Hassenzahl","","","","Exploring the Design Space of Glanceable Feedback for Physical Activity Trackers","144--155","","12","behavioral feedback interfaces, glanceable displays, personal informatics, physical activity tracking","10.1145/2971648.2971754","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '16","","978-1-4503-4461-6","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2800954","Federica  Cena and Silvia  Likavec and Amon  Rapp","","","","Quantified Self and Modeling of Human Cognition","1021--1026","","6","cognitive assessment, cognitive modeling, personal informatics, quantified self, user modeling","10.1145/2800835.2800954","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","2212724","Ian  Li and Yevgeniy  Medynskiy and Jon  Froehlich and Jakob  Larsen","","","","Personal Informatics in Practice: Improving Quality of Life Through Data","2799--2802","","4","awareness, behavior, lifelogging, personal informatics, quantified self, reflection, visualizations","10.1145/2212776.2212724","","","","","","","2012","","CHI '12 Extended Abstracts on Human Factors in Computing Systems","CHI EA '12","","978-1-4503-1016-1","Austin, Texas, USA","ACM","New York, NY, USA"
"article","3154897","Zilu  Liang and Bernd  Ploderer and Mario Alberto Chapa-Martell","","","","Is Fitbit Fit for Sleep-tracking?: Sources of Measurement Errors and Proposed Countermeasures","476--479","","4","HCI, data quality, fitbit, health, personal informatics, sleep, wearable","10.1145/3154862.3154897","","","","","","","2017","","Proceedings of the 11th EAI International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth '17","","978-1-4503-6363-1","Barcelona, Spain","ACM","New York, NY, USA"
"article","3173871","Janne  van Kollenburg and Sander  Bogers and Heleen  Rutjes and Eva  Deckers and Joep  Frens and Caroline  Hummels","","","","Exploring the Value of Parent Tracked Baby Data in Interactions with Healthcare Professionals: A Data-Enabled Design Exploration","297:1--297:12","297","12","data-enabled design, healthcare, personal informatics, situated explorations","10.1145/3173574.3173871","","","","","","","2018","","Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems","CHI '18","","978-1-4503-5620-6","Montreal QC, Canada","ACM","New York, NY, USA"
"article","2892541","Dawn  Nafus and Pete  Denman and Lenitra  Durham and Omar  Florez and Lama  Nachman and Saurav  Sahay and Evan  Savage and Sangita  Sharma and Devon  Strawn and Rita H. Wouhaybi","","","","As Simple As Possible but No Simpler: Creating Flexibility in Personal Informatics","1445--1452","","8","data literacy, data processing, personal informatics, self-tracking","10.1145/2851581.2892541","","","","","","","2016","","Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems","CHI EA '16","","978-1-4503-4082-3","San Jose, California, USA","ACM","New York, NY, USA"
"article","2479641","Ian  Li and Jon  Froehlich and Jakob E. Larsen and Catherine  Grevet and Ernesto  Ramirez","","","","Personal Informatics in the Wild: Hacking Habits for Health &#38; Happiness","3179--3182","","4","awareness, behavior, life logging, personal informatics, reflection, visualizations","10.1145/2468356.2479641","","","","","","","2013","","CHI '13 Extended Abstracts on Human Factors in Computing Systems","CHI EA '13","","978-1-4503-1952-2","Paris, France","ACM","New York, NY, USA"
"article","3173654","Amon  Rapp","","","","Gamification for Self-Tracking: From World of Warcraft to the Design of Personal Informatics Systems","80:1--80:15","80","15","gamification, personal informatics, quantified self, self-tracking, world of warcraft","10.1145/3173574.3173654","","","","","","","2018","","Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems","CHI '18","","978-1-4503-5620-6","Montreal QC, Canada","ACM","New York, NY, USA"
"article","2634259","Anna L. Cox and Jon  Bird and Natasha  Mauthner and Susan  Dray and Anicia  Peters and Emily  Collins","","","","Socio-technical Practices and Work-home Boundaries","581--584","","4","hci, leisure, personal informatics, wellbeing, work, work home boundary management","10.1145/2628363.2634259","","","","","","","2014","","Proceedings of the 16th International Conference on Human-computer Interaction with Mobile Devices &#38; Services","MobileHCI '14","","978-1-4503-3004-6","Toronto, ON, Canada","ACM","New York, NY, USA"
"article","1979573","Ian  Li and Anind  Dey and Jodi  Forlizzi and Kristina  H&#246;&#246;k and Yevgeniy  Medynskiy","","","","Personal Informatics and HCI: Design, Theory, and Social Implications","2417--2420","","4","design, personal informatics, self-tracking, social implications, theory","10.1145/1979742.1979573","","","","","","","2011","","CHI '11 Extended Abstracts on Human Factors in Computing Systems","CHI EA '11","","978-1-4503-0268-5","Vancouver, BC, Canada","ACM","New York, NY, USA"
"article","1971673","Norbert  Gy&#337;rb&#237;r&#243; and Henry  Larkin and Michael  Cohen","","","","Spaced Repetition Tool for Improving Long-term Memory Retention and Recall of Collected Personal Experiences","124--125","","2","experience design, memory cue, personal informatics, positive psychology, spaced repetition","10.1145/1971630.1971673","","","","","","","2010","","Proceedings of the 7th International Conference on Advances in Computer Entertainment Technology","ACE '10","","978-1-60558-863-6","Taipei, Taiwan","ACM","New York, NY, USA"
"article","2493433","Daniel A. Epstein and Alan  Borning and James  Fogarty","","","","Fine-grained Sharing of Sensed Physical Activity: A Value Sensitive Approach","489--498","","10","personal informatics, physical activity sensing, social sharing, value sensitive design","10.1145/2493432.2493433","","","","","","","2013","","Proceedings of the 2013 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '13","","978-1-4503-1770-2","Zurich, Switzerland","ACM","New York, NY, USA"
"article","3001920","Ntwa  Katule and Ulrike  Rivett and Melissa  Densmore","","","","A Family Health App: Engaging Children to Manage Wellness of Adults","7:1--7:10","7","10","HCI4D, ICTD, gamification, health, intermediaries, personal informatics, persuasive technologies","10.1145/3001913.3001920","","","","","","","2016","","Proceedings of the 7th Annual Symposium on Computing for Development","ACM DEV '16","","978-1-4503-4649-8","Nairobi, Kenya","ACM","New York, NY, USA"
"article","2971589","Parvin  Asadzadeh and John  Rooksby and Matthew  Chalmers","","","","Investigating How Users Engage with a Pedometer App","612--617","","6","app usage patterns, interaction logs, mobile applications, personal informatics","10.1145/2968219.2971589","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","2957293","Lisa  Graham and Anthony  Tang and Carman  Neustaedter","","","","Help Me Help You: Shared Reflection for Personal Data","99--109","","11","personal data analytics, personal informatics, reflection, shared reflection","10.1145/2957276.2957293","","","","","","","2016","","Proceedings of the 19th International Conference on Supporting Group Work","GROUP '16","","978-1-4503-4276-6","Sanibel Island, Florida, USA","ACM","New York, NY, USA"
"article","2800946","Niels  van Berkel and Chu  Luo and Denzil  Ferreira and Jorge  Goncalves and Vassilis  Kostakos","","","","The Curse of Quantified-self: An Endless Quest for Answers","973--978","","6","context, personal informatics, quantified-self, sensing, ubiquitous computing, wearables","10.1145/2800835.2800946","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3273016","Elizabeth L. Murnane and Jaime  Snyder and Stephen  Voida and Matthew J. Bietz and Mark  Matthews and Sean  Munson and Laura R. Pina","","","","Social Issues in Personal Informatics: Design, Data, and Infrastructure","471--478","","8","collaborative sensemaking, collective engagement, data representation, personal informatics, quantified self","10.1145/3272973.3273016","","","","","","","2018","","Companion of the 2018 ACM Conference on Computer Supported Cooperative Work and Social Computing","CSCW '18","","978-1-4503-6018-0","Jersey City, NJ, USA","ACM","New York, NY, USA"
"article","2901803","Rebecca  Gulotta and Jodi  Forlizzi and Rayoung  Yang and Mark Wah Newman","","","","Fostering Engagement with Personal Informatics Systems","286--300","","15","activity trackers, fitness, health, personal informatics, personalization, reflection, self-tracking","10.1145/2901790.2901803","","","","","","","2016","","Proceedings of the 2016 ACM Conference on Designing Interactive Systems","DIS '16","","978-1-4503-4031-1","Brisbane, QLD, Australia","ACM","New York, NY, USA"
"article","3025516","Petr  Slov&#225;k and Christopher  Frauenberger and Geraldine  Fitzpatrick","","","","Reflective Practicum: A Framework of Sensitising Concepts to Design for Transformative Reflection","2696--2707","","12","personal informatics, reflection, reflective informatics, sel, social-emotional skills","10.1145/3025453.3025516","","","","","","","2017","","Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems","CHI '17","","978-1-4503-4655-9","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","3174146","Kwangyoung  Lee and Hwajung  Hong","","","","MindNavigator: Exploring the Stress and Self-Interventions for Mental Wellness","572:1--572:14","572","14","lived informatics, mental wellness, personal informatics, self-tracking, stress management","10.1145/3173574.3174146","","","","","","","2018","","Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems","CHI '18","","978-1-4503-5620-6","Montreal QC, Canada","ACM","New York, NY, USA"
"article","3274309","Mayara  Costa Figueiredo and Clara  Caldeira and Elizabeth Victoria Eikey and Melissa  Mazmanian and Yunan  Chen","","","","Engaging with Health Data: The Interplay Between Self-Tracking Activities and Emotions in Fertility Struggles","40:1--40:20","40","20","fertility care, personal informatics health data, self-tracking","10.1145/3274309","Proc. ACM Hum.-Comput. Interact.","November 2018","2","CSCW","","November","2018","2573-0142","","","","","","ACM","New York, NY, USA"
"article","2557299","Matthew  Mauriello and Michael  Gubbels and Jon E. Froehlich","","","","Social Fabric Fitness: The Design and Evaluation of Wearable E-textile Displays to Support Group Running","2833--2842","","10","fitness, glanceable displays, personal informatics, quantified self, visualization, wearables","10.1145/2556288.2557299","","","","","","","2014","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '14","","978-1-4503-2473-1","Toronto, Ontario, Canada","ACM","New York, NY, USA"
"article","3016743","Zilu  Liang and Bernd  Ploderer and Wanyu  Liu and Yukiko  Nagata and James  Bailey and Lars  Kulik and Yuxuan  Li","","","","SleepExplorer: A Visualization Tool to Make Sense of Correlations Between Personal Sleep Data and Contextual Factors","985--1000","","16","HCI, Health, Personal informatics, Self-tracking, Sense-making, Sleep","10.1007/s00779-016-0960-6","Personal Ubiquitous Comput.","November  2016","20","6","","November","2016","1617-4909","","","","","","Springer-Verlag","London, UK, UK"
"article","2804290","R&#250;ben  Gouveia and Evangelos  Karapanos and Marc  Hassenzahl","","","","How Do We Engage with Activity Trackers?: A Longitudinal Study of Habito","1305--1316","","12","behavior change technologies, personal informatics, persuasive technologies, physical activity trackers","10.1145/2750858.2804290","","","","","","","2015","","Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing","UbiComp '15","","978-1-4503-3574-4","Osaka, Japan","ACM","New York, NY, USA"
"article","2800964","Stephen  Voida and Yuan  Jia and Yamini  Karanam and Alex  Chambers and Joe  Dara and Abdulaziz  Alderhami and Kunal  Bodke and Dushyant  Shrikhande and Jessica  Despard","","","","Challenges, Feedback &#38; Notifications: Empirical Explorations to Inform the Design of Interfaces to Motivate and Encourage Long-term Personal Informatics Use","1081--1086","","6","affordances, empirical studies, feedback, interaction design, motivation, notifications, personal informatics","10.1145/2800835.2800964","","","","","","","2015","","Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers","UbiComp/ISWC'15 Adjunct","","978-1-4503-3575-1","Osaka, Japan","ACM","New York, NY, USA"
"article","3064864","Holger  Schn&#228;delbach and Nils  J&#228;ger and Sara  Nabil and Nick  Dalton and David  Kirk and Elizabeth  Churchill","","","","People, Personal Data and the Built Environment","360--363","","4","architecture, built environment, interaction, personal data, personal informatics","10.1145/3064857.3064864","","","","","","","2017","","Proceedings of the 2017 ACM Conference Companion Publication on Designing Interactive Systems","DIS '17 Companion","","978-1-4503-4991-8","Edinburgh, United Kingdom","ACM","New York, NY, USA"
"article","2984534","Nediyana  Daskalova and Dana&#235;  Metaxa-Kakavouli and Adrienne  Tran and Nicole  Nugent and Julie  Boergers and John  McGeary and Jeff  Huang","","","","SleepCoacher: A Personalized Automated Self-Experimentation System for Sleep Recommendations","347--358","","12","mobile devices, personal informatics, self-experiments, sleep monitoring, sleep recommendations","10.1145/2984511.2984534","","","","","","","2016","","Proceedings of the 29th Annual Symposium on User Interface Software and Technology","UIST '16","","978-1-4503-4189-9","Tokyo, Japan","ACM","New York, NY, USA"
"article","3173017","Nediyana  Daskalova","","","","Personalized Behavior-Powered Systems for Guiding Self-Experiments","DC06:1--DC06:4","DC06","4","personal informatics, self-experiments, self-tracking, sleep recommendations","10.1145/3170427.3173017","","","","","","","2018","","Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems","CHI EA '18","","978-1-4503-5621-3","Montreal QC, Canada","ACM","New York, NY, USA"
"article","2638794","Ryan  Ahmed and Alex  Chambers and Michael  Frontz and Stephen  Voida","","","","A Tangible Approach to Time Management","207--210","","4","ambient display, distributed cognition, personal informatics, phidgets, tangible user interface","10.1145/2638728.2638794","","","","","","","2014","","Proceedings of the 2014 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct Publication","UbiComp '14 Adjunct","","978-1-4503-3047-3","Seattle, Washington","ACM","New York, NY, USA"
"article","2602778","Chris  Elsden and David S. Kirk","","","","A Quantified Past: Remembering with Personal Informatics","45--48","","4","experience-centred design, personal informatics, quantified self, remembering, time","10.1145/2598784.2602778","","","","","","","2014","","Proceedings of the 2014 Companion Publication on Designing Interactive Systems","DIS Companion '14","","978-1-4503-2903-3","Vancouver, BC, Canada","ACM","New York, NY, USA"
"article","2794318","Assunta  Matassa and Amon  Rapp","","","","Map: Making: Designing a Mobile Application for Enhancing Memories' Retrieval","994--1001","","8","Cognitive Enhancement, Cognitive Quantified Self, Memory, Personal Informatics, Quantified Self","10.1145/2786567.2794318","","","","","","","2015","","Proceedings of the 17th International Conference on Human-Computer Interaction with Mobile Devices and Services Adjunct","MobileHCI '15","","978-1-4503-3653-6","Copenhagen, Denmark","ACM","New York, NY, USA"
"article","3226218","Cataldo  Musto and Giovanni  Semeraro and Cosimo  Lovascio and Marco  de Gemmis and Pasquale  Lops","","","","A Framework for Holistic User Modeling Merging Heterogeneous Digital Footprints","97--101","","5","content analytics, personal informatics, personalization, quantified self, user modeling","10.1145/3213586.3226218","","","","","","","2018","","Adjunct Publication of the 26th Conference on User Modeling, Adaptation and Personalization","UMAP '18","","978-1-4503-5784-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","3053082","Zhida  Sun and Nan  Cao and Xiaojuan  Ma","","","","Attention, Comprehension, Execution: Effects of Different Designs of Biofeedback Display","2132--2139","","8","biofeedback, design, personal informatics, visual display, visualization, well-being","10.1145/3027063.3053082","","","","","","","2017","","Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems","CHI EA '17","","978-1-4503-4656-6","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","2534557","Matthew  Kay and Kyle  Rector and Sunny  Consolvo and Ben  Greenstein and Jacob O. Wobbrock and Nathaniel F. Watson and Julie A. Kientz","","","","PVT-touch: Adapting a Reaction Time Test for Touchscreen Devices","248--251","","4","PVT, health, health assessment, personal informatics, psychomotor vigilance task, reaction time, sleep, touchscreen","10.4108/icst.pervasivehealth.2013.252078","","","","","","","2013","","Proceedings of the 7th International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth '13","","978-1-936968-80-0","Venice, Italy","ICST (Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering)","ICST, Brussels, Belgium, Belgium"
"article","2557144","Rohit Ashok Khot and Larissa  Hjorth and Florian 'Floyd' Mueller","","","","Understanding Physical Activity Through 3D Printed Material Artifacts","3835--3844","","10","3d printing, digital fabrication, entertainment, personal informatics, physical exercise, quantifiable self","10.1145/2556288.2557144","","","","","","","2014","","Proceedings of the SIGCHI Conference on Human Factors in Computing Systems","CHI '14","","978-1-4503-2473-1","Toronto, Ontario, Canada","ACM","New York, NY, USA"
"article","3240974","Bert  Vandenberghe and Jasper  Vanhoof and Roos  Voorend and David  Geerts and Fabienne  Dobbels","","","","The 'Self' As Barrier for Self-Management Technologies in Healthcare?","336--346","","11","Chronic health conditions, healthcare, patients, personal informatics, quantified self, self-management, user experience","10.1145/3240925.3240974","","","","","","","2018","","Proceedings of the 12th EAI International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth '18","","978-1-4503-6450-8","New York, NY, USA","ACM","New York, NY, USA"
"article","2968327","Benjamin  Johansen and Michael Kai Petersen and Jakob Eg Larsen","","","","Obtaining Data on Hearing Experience Through Self-tracking","594--599","","6","cognition, hearing aids, non-clinical setup, personal informatics, quantified self, smartphone, wearables, working memory capacity","10.1145/2968219.2968327","","","","","","","2016","","Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct","UbiComp '16","","978-1-4503-4462-3","Heidelberg, Germany","ACM","New York, NY, USA"
"article","3267314","Ravi  Karkar","","","","Designing for Diagnostic Self-Tracking","516--521","","6","Personal informatics, cirrhosis, critical flicker frequency, hepatic encephalopathy, irritable bowel syndrome, self-experimentation, self-tracking","10.1145/3267305.3267314","","","","","","","2018","","Proceedings of the 2018 ACM International Joint Conference and 2018 International Symposium on Pervasive and Ubiquitous Computing and Wearable Computers","UbiComp '18","","978-1-4503-5966-5","Singapore, Singapore","ACM","New York, NY, USA"
"article","2675191","Jaime  Snyder and Mark  Matthews and Jacqueline  Chien and Pamara F. Chang and Emily  Sun and Saeed  Abdullah and Geri  Gay","","","","MoodLight: Exploring Personal and Social Implications of Ambient Display of Biosensor Data","143--153","","11","ambient display, biofeedback, color, light, personal informatics, self-discovery, stress management","10.1145/2675133.2675191","","","","","","","2015","","Proceedings of the 18th ACM Conference on Computer Supported Cooperative Work &#38; Social Computing","CSCW '15","","978-1-4503-2922-4","Vancouver, BC, Canada","ACM","New York, NY, USA"
"article","3025557","Ruth  Ravichandran and Sang-Wha  Sien and Shwetak N. Patel and Julie A. Kientz and Laura R. Pina","","","","Making Sense of Sleep Sensors: How Sleep Sensing Technologies Support and Undermine Sleep Health","6864--6875","","12","behavior change, health monitoring, personal informatics, quantified self, sleep, sleep sensing, sleep tracking","10.1145/3025453.3025557","","","","","","","2017","","Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems","CHI '17","","978-1-4503-4655-9","Denver, Colorado, USA","ACM","New York, NY, USA"
"article","3300391","Hanna  Schneider and Julia  Wayrauther and Mariam  Hassib and Andreas  Butz","","","","Communicating Uncertainty in Fertility Prognosis","161:1--161:11","161","11","fertility tracking applications, menstrual cycle, personal informatics, uncertainty visualization, women's health","10.1145/3290605.3300391","","","","","","","2019","","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems","CHI '19","","978-1-4503-5970-2","Glasgow, Scotland Uk","ACM","New York, NY, USA"
"article","3264938","Jimmy  Moore and Pascal  Goffin and Miriah  Meyer and Philip  Lundrigan and Neal  Patwari and Katherine  Sward and Jason  Wiese","","","","Managing In-home Environments Through Sensing, Annotating, and Visualizing Air Quality Data","128:1--128:28","128","28","Air quality, annotation, thematic analysis, in-home sensing, longitudinal deployment, personal informatics, user engagement","10.1145/3264938","Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.","September 2018","2","3","","September","2018","2474-9567","","","","","","ACM","New York, NY, USA"
"article","2838742","Wanyu  Liu and Bernd  Ploderer and Thuong  Hoang","","","","In Bed with Technology: Challenges and Opportunities for Sleep Tracking","142--151","","10","Sleep, design, health, personal informatics, persuasive technology, qualitative study, self-tracking, wellbeing","10.1145/2838739.2838742","","","","","","","2015","","Proceedings of the Annual Meeting of the Australian Special Interest Group for Computer Human Interaction","OzCHI '15","","978-1-4503-3673-4","Parkville, VIC, Australia","ACM","New York, NY, USA"
"article","2892385","Elizaveta  Temir and Aisling Ann  O'Kane and Paul  Marshall and Ann  Blandford","","","","Running: A Flexible Situated Study","2906--2914","","9","apps, context, exercise, fitness, mobile, personal informatics, running, situated studies, wellbeing","10.1145/2851581.2892385","","","","","","","2016","","Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems","CHI EA '16","","978-1-4503-4082-3","San Jose, California, USA","ACM","New York, NY, USA"
"article","2826188","Bert  Vandenberghe and David  Geerts","","","","Sleep Monitoring Tools at Home and in the Hospital: Bridging Quantified Self and Clinical Sleep Research","153--160","","8","design, health care, personal informatics, quantified self, sleep center, sleep monitoring","","","","","","","","2015","","Proceedings of the 9th International Conference on Pervasive Computing Technologies for Healthcare","PervasiveHealth '15","","978-1-63190-045-7","Istanbul, Turkey","ICST (Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering)","ICST, Brussels, Belgium, Belgium"
"article","2598558","Daniel  Epstein and Felicia  Cordeiro and Elizabeth  Bales and James  Fogarty and Sean  Munson","","","","Taming Data Complexity in Lifelogs: Exploring Visual Cuts of Personal Informatics Data","667--676","","10","lifelogs, personal informatics, physical activity sensing, reflection, routines, self-monitoring, self-tracking","10.1145/2598510.2598558","","","","","","","2014","","Proceedings of the 2014 Conference on Designing Interactive Systems","DIS '14","","978-1-4503-2902-6","Vancouver, BC, Canada","ACM","New York, NY, USA"
"article","2641315","Jon E. Froehlich and Matthew  Kay and Jakob Eg Larsen and Edison  Thomaz","","","","Disasters in Personal Informatics: The Unpublished Stories of Failure and Lessons Learned","673--678","","6","financial tracking, health, methods, personal informatics, quantified self, studies, sustainability, technologies","10.1145/2638728.2641315","","","","","","","2014","","Proceedings of the 2014 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct Publication","UbiComp '14 Adjunct","","978-1-4503-3047-3","Seattle, Washington","ACM","New York, NY, USA"
"article","2702632","Chris  Elsden and David  Kirk and Mark  Selby and Chris  Speed","","","","Beyond Personal Informatics: Designing for Experiences with Data","2341--2344","","4","design fiction, experienced-centred design, internet of things, personal informatics, quantified self","10.1145/2702613.2702632","","","","","","","2015","","Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems","CHI EA '15","","978-1-4503-3146-3","Seoul, Republic of Korea","ACM","New York, NY, USA"
"article","3309528","Stephen  MacNeil and Kyle  Kiefer and Brian  Thompson and Dev  Takle and Celine  Latulipe","","","","IneqDetect: A Visual Analytics System to Detect Conversational Inequality and Support Reflection During Active Learning","85--91","","7","active learning, collaboration, group dynamics, personal informatics, reflection, reflective learning, smart classroom","10.1145/3300115.3309528","","","","","","","2019","","Proceedings of the ACM Conference on Global Computing Education","CompEd '19","","978-1-4503-6259-7","Chengdu,Sichuan, China","ACM","New York, NY, USA"
